pais,codigo_iso,anio,tipo_ganado,intensidad_emisiones,eficiencia_carne,flag_emision_extrema,cluster_kmeans,cluster_asignado
Francia,FRA,2015,porcino,0.221,0.1483,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2015,avicola,0.017,0.0011,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2015,ovino,0.235,0.0107,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2015,caprino,0.124,0.0213,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2016,bovino,0.645,0.1523,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2016,porcino,15.393,1.0,1,1,Alta Emisión (Bovino Intensivo)
Francia,FRA,2016,avicola,0.025,0.0006,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2016,ovino,0.277,0.0188,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2016,caprino,0.163,0.1913,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2017,bovino,2.167,0.1555,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2017,porcino,0.775,0.1056,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2017,avicola,0.103,0.0115,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2017,ovino,0.892,0.0436,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2017,caprino,0.246,0.0046,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2018,bovino,1.105,0.2587,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2018,porcino,1.139,0.0922,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2018,avicola,0.035,0.0024,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2018,ovino,1.546,0.1416,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2018,caprino,0.94,0.0513,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2019,bovino,2.799,0.1667,1,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2019,porcino,0.183,0.1301,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2019,avicola,0.017,0.0014,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2019,ovino,0.587,0.0328,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2019,caprino,0.302,0.0134,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2020,bovino,0.632,0.0649,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2020,porcino,0.068,0.1426,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2020,avicola,0.515,0.0582,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2020,ovino,1.085,0.0687,0,0,Baja Emisión (Dominio Avícola/Ovino)
Francia,FRA,2020,caprino,0.115,0.014,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2011,bovino,0.243,0.0645,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2011,porcino,20.075,1.0,1,1,Alta Emisión (Bovino Intensivo)
Alemania,DEU,2011,avicola,0.052,0.0019,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2011,ovino,1.006,0.0778,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2011,caprino,2.889,0.1314,1,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2012,bovino,1.732,0.0241,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2012,porcino,4.02,0.4213,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Alemania,DEU,2012,avicola,0.007,0.0014,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2012,ovino,1.014,0.031,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2012,caprino,13.012,1.0,1,1,Alta Emisión (Bovino Intensivo)
Alemania,DEU,2013,bovino,7.482,1.0,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Alemania,DEU,2013,porcino,0.23,0.5248,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2013,avicola,0.006,0.0019,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2013,ovino,0.315,0.0215,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2013,caprino,0.406,0.0077,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2014,bovino,1.03,0.0255,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2014,porcino,0.864,0.5439,0,2,Impacto Medio (Mix Ganadero Equilibrado)
Alemania,DEU,2014,avicola,0.024,0.002,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2014,ovino,0.11,0.0097,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2014,caprino,0.284,0.0119,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2015,bovino,0.617,0.0199,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2015,porcino,0.251,0.2015,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2015,avicola,0.87,0.1027,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2015,ovino,0.404,0.0018,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2015,caprino,0.495,0.0297,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2016,bovino,4.163,0.2625,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Alemania,DEU,2016,porcino,0.193,0.0205,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2016,avicola,0.066,0.0039,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2016,ovino,0.158,0.0246,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2016,caprino,0.122,0.0479,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2017,bovino,0.895,0.0927,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2017,porcino,0.532,0.1635,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2017,avicola,0.028,0.001,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2017,ovino,0.586,0.0266,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2017,caprino,2.663,0.4341,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Alemania,DEU,2018,bovino,0.498,0.0206,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2018,porcino,0.405,0.0642,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2018,avicola,0.037,0.0041,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2018,ovino,0.95,0.1531,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2018,caprino,2.557,0.0948,1,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2019,bovino,16.087,0.5073,1,1,Alta Emisión (Bovino Intensivo)
Alemania,DEU,2019,porcino,2.038,0.558,0,2,Impacto Medio (Mix Ganadero Equilibrado)
Alemania,DEU,2019,avicola,0.083,0.003,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2019,ovino,0.292,0.0128,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2019,caprino,0.187,0.0241,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2020,bovino,3.972,0.3263,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Alemania,DEU,2020,porcino,0.799,0.1442,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2020,avicola,0.092,0.0104,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2020,ovino,0.201,0.0149,0,0,Baja Emisión (Dominio Avícola/Ovino)
Alemania,DEU,2020,caprino,0.381,0.0168,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2011,bovino,0.791,0.0313,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2011,porcino,0.766,0.0303,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2011,avicola,0.013,0.0014,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2011,ovino,0.546,0.0075,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2011,caprino,0.571,0.0576,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2012,bovino,1.473,0.0248,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2012,porcino,0.497,0.149,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2012,avicola,0.029,0.0003,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2012,ovino,1.197,0.0824,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2012,caprino,3.951,0.1608,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Australia,AUS,2013,bovino,4.637,0.2444,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Australia,AUS,2013,porcino,3.388,0.4199,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Australia,AUS,2013,avicola,0.035,0.0033,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2013,ovino,5.728,0.1507,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Australia,AUS,2013,caprino,2.953,0.1708,1,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2014,bovino,1.792,0.0209,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2014,porcino,0.695,0.1559,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2014,avicola,0.009,0.0021,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2014,ovino,1.778,0.0099,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2014,caprino,0.032,0.0284,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2015,bovino,10.596,0.7329,1,1,Alta Emisión (Bovino Intensivo)
Australia,AUS,2015,porcino,0.19,0.1623,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2015,avicola,0.17,0.0155,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2015,ovino,0.473,0.0153,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2015,caprino,0.824,0.0651,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2016,bovino,0.123,0.2164,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2016,porcino,0.201,0.0381,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2016,avicola,0.022,0.001,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2016,ovino,0.356,0.0272,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2016,caprino,1.847,0.0733,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2017,bovino,0.832,0.0154,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2017,porcino,0.636,0.0821,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2017,avicola,0.049,0.0044,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2017,ovino,0.557,0.0341,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2017,caprino,0.055,0.0148,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2018,bovino,0.513,0.1445,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2018,porcino,0.312,0.0593,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2018,avicola,0.059,0.0016,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2018,ovino,1.555,0.0049,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2018,caprino,0.554,0.0042,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2019,bovino,1.106,0.1244,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2019,porcino,1.554,0.1051,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2019,avicola,0.004,0.0028,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2019,ovino,0.298,0.0184,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2019,caprino,1.448,0.0563,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2020,bovino,0.867,0.0146,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2020,porcino,0.801,0.0276,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2020,avicola,0.023,0.0015,0,0,Baja Emisión (Dominio Avícola/Ovino)
Australia,AUS,2020,ovino,4.771,0.2178,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Australia,AUS,2020,caprino,0.812,0.0469,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2011,bovino,0.54,0.0978,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2011,porcino,0.089,0.0769,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2011,avicola,0.005,0.0009,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2011,ovino,0.53,0.0088,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2011,caprino,0.465,0.021,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2012,bovino,0.936,0.0037,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2012,porcino,0.847,0.0906,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2012,avicola,0.035,0.0003,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2012,ovino,0.781,0.0212,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2012,caprino,2.35,0.1532,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2013,bovino,0.804,0.0706,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2013,porcino,0.901,0.1217,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2013,avicola,0.009,0.0007,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2013,ovino,0.435,0.0741,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2013,caprino,0.576,0.0268,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2014,bovino,1.22,0.0514,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2014,porcino,1.016,0.1915,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2014,avicola,0.018,0.0033,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2014,ovino,0.094,0.0043,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2014,caprino,0.645,0.0277,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2015,bovino,0.774,0.0819,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2015,porcino,0.584,0.1195,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2015,avicola,0.027,0.0027,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2015,ovino,0.917,0.0365,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2015,caprino,0.183,0.0009,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2016,bovino,0.437,0.1223,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2016,porcino,7.958,1.0,1,2,Impacto Medio (Mix Ganadero Equilibrado)
México,MEX,2016,avicola,0.004,0.0018,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2016,ovino,1.284,0.0397,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2016,caprino,0.152,0.0204,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2017,bovino,1.242,0.0132,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2017,porcino,0.328,0.0934,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2017,avicola,0.015,0.0012,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2017,ovino,0.441,0.0103,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2017,caprino,1.929,0.0939,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2018,bovino,1.354,0.1082,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2018,porcino,0.681,0.2244,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2018,avicola,0.031,0.0036,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2018,ovino,0.99,0.1153,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2018,caprino,0.176,0.0261,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2019,bovino,0.319,0.1439,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2019,porcino,0.583,0.0414,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2019,avicola,0.008,0.0018,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2019,ovino,0.139,0.0009,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2019,caprino,0.428,0.0203,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2020,bovino,0.275,0.0354,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2020,porcino,3.098,0.2221,1,2,Impacto Medio (Mix Ganadero Equilibrado)
México,MEX,2020,avicola,0.015,0.0009,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2020,ovino,0.306,0.0273,0,0,Baja Emisión (Dominio Avícola/Ovino)
México,MEX,2020,caprino,1.421,0.0449,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2011,bovino,0.586,0.0225,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2011,porcino,0.566,0.1931,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2011,avicola,0.056,0.0015,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2011,ovino,2.188,0.0853,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2011,caprino,0.013,0.0029,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2012,bovino,1.179,0.1493,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2012,porcino,0.445,0.0513,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2012,avicola,0.054,0.0005,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2012,ovino,0.411,0.0175,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2012,caprino,0.239,0.0133,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2013,bovino,11.091,0.4765,1,1,Alta Emisión (Bovino Intensivo)
Kenia,KEN,2013,porcino,0.27,0.1065,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2013,avicola,0.053,0.0038,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2013,ovino,0.777,0.0273,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2013,caprino,1.322,0.1356,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2014,bovino,0.191,0.3146,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2014,porcino,5.194,1.0,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Kenia,KEN,2014,avicola,3.547,0.1378,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Kenia,KEN,2014,ovino,0.778,0.009,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2014,caprino,0.515,0.0186,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2015,bovino,2.232,0.1264,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2015,porcino,2.509,0.2491,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Kenia,KEN,2015,avicola,0.01,0.0047,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2015,ovino,0.744,0.0514,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2015,caprino,0.77,0.0133,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2016,bovino,1.296,0.4506,0,2,Impacto Medio (Mix Ganadero Equilibrado)
Kenia,KEN,2016,porcino,0.205,0.0796,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2016,avicola,0.031,0.0026,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2016,ovino,31.303,0.4219,1,1,Alta Emisión (Bovino Intensivo)
Kenia,KEN,2016,caprino,0.612,0.0481,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2017,bovino,0.596,0.0483,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2017,porcino,4.28,0.6516,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Kenia,KEN,2017,avicola,0.067,0.0005,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2017,ovino,0.165,0.0173,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2017,caprino,1.115,0.0368,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2018,bovino,0.866,0.1685,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2018,porcino,0.838,0.2817,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2018,avicola,0.031,0.0014,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2018,ovino,0.233,0.0099,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2018,caprino,0.574,0.0232,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2019,bovino,0.759,0.0346,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2019,porcino,1.013,0.1455,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2019,avicola,0.031,0.0012,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2019,ovino,0.245,0.0194,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2019,caprino,0.77,0.03,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2020,bovino,1.26,0.0989,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2020,porcino,0.469,0.1229,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2020,avicola,0.29,0.0111,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2020,ovino,0.076,0.0296,0,0,Baja Emisión (Dominio Avícola/Ovino)
Kenia,KEN,2020,caprino,0.21,0.0088,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2011,bovino,0.968,0.0227,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2011,porcino,1.667,1.0,0,2,Impacto Medio (Mix Ganadero Equilibrado)
Nueva Zelanda,NZL,2011,avicola,0.074,0.0023,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2011,ovino,4.038,0.1598,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Nueva Zelanda,NZL,2011,caprino,0.504,0.0061,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2012,bovino,0.585,0.0401,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2012,porcino,0.125,0.0178,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2012,avicola,0.005,0.0015,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2012,ovino,0.297,0.0017,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2012,caprino,0.547,0.0433,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2013,bovino,1.054,0.3463,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2013,porcino,0.187,0.0477,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2013,avicola,0.034,0.002,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2013,ovino,12.651,0.0175,1,1,Alta Emisión (Bovino Intensivo)
Nueva Zelanda,NZL,2013,caprino,1.937,0.0107,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2014,bovino,2.104,0.1901,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2014,porcino,3.963,1.0,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Nueva Zelanda,NZL,2014,avicola,0.213,0.0061,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2014,ovino,0.131,0.0124,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2014,caprino,0.6,0.0219,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2015,bovino,0.554,0.0939,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2015,porcino,0.393,0.1019,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2015,avicola,0.021,0.0004,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2015,ovino,4.512,0.241,1,2,Impacto Medio (Mix Ganadero Equilibrado)
Nueva Zelanda,NZL,2015,caprino,0.331,0.0187,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2016,bovino,0.286,0.0174,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2016,porcino,0.277,0.1529,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2016,avicola,0.067,0.0032,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2016,ovino,0.057,0.0212,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2016,caprino,0.678,0.026,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2017,bovino,0.398,0.796,0,2,Impacto Medio (Mix Ganadero Equilibrado)
Nueva Zelanda,NZL,2017,porcino,1.839,0.327,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2017,avicola,0.043,0.0014,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2017,ovino,0.562,0.0243,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2017,caprino,2.603,0.1754,1,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2018,bovino,0.453,0.0426,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2018,porcino,0.833,0.1742,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2018,avicola,0.124,0.0015,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2018,ovino,0.526,0.0148,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2018,caprino,20.535,0.4452,1,1,Alta Emisión (Bovino Intensivo)
