pais,codigo_iso,region,cultivo,anio,superficie_hectareas,rendimiento_ton_ha,produccion_ton,fertilizantes_kg_ha,agua_riego_m3_ha,tendencia_5_anios,temperatura_promedio,temperatura_maxima,temperatura_minima,precipitacion_total,humedad_relativa_promedio,dias_con_heladas,meses_estres_hidrico,indice_aridez,n_eventos_total_regiones,ev_granizo,ev_helada_tardia,ev_incendios,ev_inundacion,ev_ola_calor,ev_sequia_extrema,ev_sequia_moderada,ev_sequia_severa,ev_tormenta_severa,flag_anio_eventos_extremos,tiene_subsidio_activo,reg_bienestar_animal,reg_deforestacion,reg_emisiones_ganaderas,reg_etanol_mezcla,reg_pesticidas_neonicotinoides,reg_reservas_legales,reg_rotacion_cultivos,reg_uso_agua,acuerdo_Acuerdo_Mercosur,acuerdo_Acuerdo_Paris,acuerdo_Convenio_Biodiversidad,acuerdo_ODS_2030,acuerdo_Protocolo_Kyoto,acuerdo_TLCAN,objetivo_reduccion_emisiones_pct,precio_hist_medio_usd,precio_hist_max_usd,precio_hist_volatilidad,flag_sin_clima,flag_sin_precio_historico
India,IND,Asia,Caña de azúcar,2011,4634750,80.57,373416731,279,7464,0.0318377460130562,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Cebada,2011,1739332,2.8,4864842,70,6674,0.042400963188988,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Café,2011,397847,1.3,516902,288,5450,-0.0362727045199077,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Algodón,2011,2492941,1.58,3939970,107,4814,-0.0447508893160537,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Té,2011,248340,1.13,281510,190,3587,-0.0093092548453116,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Arroz,2011,2058871,5.44,11209388,132,5676,0.0145897917890269,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,351.88,396.58,26.31,0,0
India,IND,Asia,Girasol,2012,799566,2.68,2145640,267,1611,0.0413229725669852,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Trigo,2012,1461191,6.82,9962430,251,9116,-0.0313688368077511,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,306.03,386.66,41.35,0,0
India,IND,Asia,Caña de azúcar,2012,5037771,92.35,465219356,77,6489,-0.0215438347649953,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Cebada,2012,1212791,4.46,5409411,179,8668,-0.0227162918502007,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Café,2012,181574,0.75,136605,97,1230,0.0236617895492256,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Algodón,2012,2480612,2.74,6797942,213,7643,0.0326989825276309,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Té,2012,46506,1.73,80375,172,6301,0.0435825387001388,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Arroz,2012,1555805,5.89,9164387,127,1187,-0.0238446849184607,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,351.88,396.58,26.31,0,0
India,IND,Asia,Girasol,2013,1980186,1.3,2567206,153,9233,0.0423106013947117,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Trigo,2013,2825741,7.34,20739361,144,4618,-0.0280871399064656,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,306.03,386.66,41.35,0,0
India,IND,Asia,Caña de azúcar,2013,2478284,100.41,248848979,229,9998,0.0412796888283104,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Cebada,2013,1778952,3.96,7038627,243,2341,0.0025506656220167,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Café,2013,194368,0.58,113619,190,9281,-0.0297843221033352,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Algodón,2013,709464,1.77,1255882,102,9008,-0.0409058355548312,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Té,2013,30162,1.89,57070,64,8575,0.0172767712227369,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Arroz,2013,99921,6.28,627055,198,2196,-0.0454710197272171,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,351.88,396.58,26.31,0,0
India,IND,Asia,Girasol,2014,538836,2.38,1282312,289,8734,-0.0468265128976921,19.13,32.1,13.37,869.33,63.0,72.67,4.33,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Trigo,2014,1158110,8.2,9497254,157,7135,0.0492856598580879,19.13,32.1,13.37,869.33,63.0,72.67,4.33,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,306.03,386.66,41.35,0,0
India,IND,Asia,Caña de azúcar,2014,6321138,92.87,587048732,188,3178,0.0153534098418701,19.13,32.1,13.37,869.33,63.0,72.67,4.33,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Cebada,2014,375339,5.08,1906711,300,4648,0.0334821611668715,19.13,32.1,13.37,869.33,63.0,72.67,4.33,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Café,2014,168945,1.52,256066,147,4762,-0.0252487961496224,19.13,32.1,13.37,869.33,63.0,72.67,4.33,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Algodón,2014,1148704,1.94,2232831,58,7868,0.0114923207208912,19.13,32.1,13.37,869.33,63.0,72.67,4.33,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Té,2014,9673,1.26,12182,164,1797,-0.0255265848781607,19.13,32.1,13.37,869.33,63.0,72.67,4.33,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Arroz,2014,1722902,4.63,7970650,64,3295,0.0003895848940934,19.13,32.1,13.37,869.33,63.0,72.67,4.33,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,351.88,396.58,26.31,0,0
India,IND,Asia,Girasol,2015,4710171,2.34,11005432,132,4881,-0.0198235564855796,18.63,29.8,8.03,747.0,65.67,59.0,2.33,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Trigo,2015,4117779,2.66,10943711,292,3869,0.012599313764833,18.63,29.8,8.03,747.0,65.67,59.0,2.33,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,306.03,386.66,41.35,0,0
India,IND,Asia,Caña de azúcar,2015,8381903,61.44,514954770,147,9592,-0.0181265542683687,18.63,29.8,8.03,747.0,65.67,59.0,2.33,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Cebada,2015,319231,3.14,1001124,111,4692,-0.0199263581204852,18.63,29.8,8.03,747.0,65.67,59.0,2.33,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Café,2015,457036,1.14,522375,156,9683,-0.0365907248940922,18.63,29.8,8.03,747.0,65.67,59.0,2.33,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Algodón,2015,824680,1.63,1344769,144,2514,0.0035635536347215,18.63,29.8,8.03,747.0,65.67,59.0,2.33,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Té,2015,30603,1.69,51855,273,2192,-0.0311836706067244,18.63,29.8,8.03,747.0,65.67,59.0,2.33,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Arroz,2015,3091241,6.25,19331936,135,5967,0.0457019760526673,18.63,29.8,8.03,747.0,65.67,59.0,2.33,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,351.88,396.58,26.31,0,0
India,IND,Asia,Girasol,2016,1427604,3.33,4760540,172,4974,0.0195626285704981,17.57,30.17,6.5,1018.33,72.67,24.67,1.0,16.22,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Trigo,2016,3664040,8.28,30334016,147,8639,0.0033650127416263,17.57,30.17,6.5,1018.33,72.67,24.67,1.0,16.22,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,306.03,386.66,41.35,0,0
India,IND,Asia,Caña de azúcar,2016,4344791,93.11,404547795,255,8692,0.0261628969309711,17.57,30.17,6.5,1018.33,72.67,24.67,1.0,16.22,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Cebada,2016,420777,3.74,1571815,106,3390,-0.0483780098998739,17.57,30.17,6.5,1018.33,72.67,24.67,1.0,16.22,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Café,2016,321602,1.44,461947,134,4768,-0.0120160225258845,17.57,30.17,6.5,1018.33,72.67,24.67,1.0,16.22,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Algodón,2016,2387357,2.97,7090899,245,9005,0.0466508267250343,17.57,30.17,6.5,1018.33,72.67,24.67,1.0,16.22,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Té,2016,276973,2.01,556002,85,9954,-0.0011683678745867,17.57,30.17,6.5,1018.33,72.67,24.67,1.0,16.22,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Arroz,2016,2661735,8.31,22106129,264,2217,0.0445188111200898,17.57,30.17,6.5,1018.33,72.67,24.67,1.0,16.22,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,351.88,396.58,26.31,0,0
India,IND,Asia,Girasol,2017,69762,2.43,169546,231,3474,-0.0490858538309338,19.5,30.5,9.23,805.33,57.0,91.67,6.0,10.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Trigo,2017,3269093,2.82,9210226,283,8916,0.0159284341989862,19.5,30.5,9.23,805.33,57.0,91.67,6.0,10.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,306.03,386.66,41.35,0,0
India,IND,Asia,Caña de azúcar,2017,7803917,75.58,589831029,120,9777,0.0477479348232511,19.5,30.5,9.23,805.33,57.0,91.67,6.0,10.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Cebada,2017,1493881,5.44,8125409,95,2753,0.0418048844459011,19.5,30.5,9.23,805.33,57.0,91.67,6.0,10.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Café,2017,132985,0.98,130017,118,7502,-0.0420980756185564,19.5,30.5,9.23,805.33,57.0,91.67,6.0,10.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Algodón,2017,2341234,2.96,6926238,225,2320,0.0153735719559153,19.5,30.5,9.23,805.33,57.0,91.67,6.0,10.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Té,2017,20051,1.15,23009,64,1154,0.0202845150019106,19.5,30.5,9.23,805.33,57.0,91.67,6.0,10.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Arroz,2017,1636135,6.33,10351276,299,2562,0.0394791212142699,19.5,30.5,9.23,805.33,57.0,91.67,6.0,10.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,351.88,396.58,26.31,0,0
India,IND,Asia,Girasol,2018,2378260,2.46,5856333,171,5441,-0.0453438029258256,17.6,29.77,7.1,1124.67,55.33,35.0,1.33,18.71,7.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Trigo,2018,2080014,6.52,13563868,287,6152,-0.0484341904808065,17.6,29.77,7.1,1124.67,55.33,35.0,1.33,18.71,7.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,306.03,386.66,41.35,0,0
India,IND,Asia,Caña de azúcar,2018,2247959,110.6,248624083,69,5903,-0.0337549749285294,17.6,29.77,7.1,1124.67,55.33,35.0,1.33,18.71,7.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Cebada,2018,1646453,5.93,9766649,148,3292,0.0290498085234149,17.6,29.77,7.1,1124.67,55.33,35.0,1.33,18.71,7.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Café,2018,47246,1.55,73103,161,4803,0.0338674657613174,17.6,29.77,7.1,1124.67,55.33,35.0,1.33,18.71,7.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Algodón,2018,2519068,4.01,10098800,57,5478,0.0283548138980462,17.6,29.77,7.1,1124.67,55.33,35.0,1.33,18.71,7.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Té,2018,122560,1.97,241747,224,7227,-0.0414305882363264,17.6,29.77,7.1,1124.67,55.33,35.0,1.33,18.71,7.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Arroz,2018,1138520,4.58,5217314,232,3527,0.0239655288976594,17.6,29.77,7.1,1124.67,55.33,35.0,1.33,18.71,7.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,351.88,396.58,26.31,0,0
India,IND,Asia,Girasol,2019,870483,1.95,1696050,244,5419,-0.0397768585886754,14.43,25.73,3.33,1190.0,63.67,29.0,2.33,24.05,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Trigo,2019,3154622,4.66,14711643,56,2468,-0.0146085712654741,14.43,25.73,3.33,1190.0,63.67,29.0,2.33,24.05,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,306.03,386.66,41.35,0,0
India,IND,Asia,Caña de azúcar,2019,4744475,87.68,416010087,249,2387,0.0224843844034791,14.43,25.73,3.33,1190.0,63.67,29.0,2.33,24.05,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Cebada,2019,552172,3.77,2080073,85,5405,-0.0198868734624931,14.43,25.73,3.33,1190.0,63.67,29.0,2.33,24.05,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Café,2019,35628,0.71,25438,250,2260,-0.0138875087710471,14.43,25.73,3.33,1190.0,63.67,29.0,2.33,24.05,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Algodón,2019,3344476,2.57,8597231,84,5991,-0.0493232630574528,14.43,25.73,3.33,1190.0,63.67,29.0,2.33,24.05,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Té,2019,199284,2.31,460311,258,3230,-0.0199564715320876,14.43,25.73,3.33,1190.0,63.67,29.0,2.33,24.05,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Arroz,2019,3204997,4.85,15557864,297,6228,-0.0208551848419946,14.43,25.73,3.33,1190.0,63.67,29.0,2.33,24.05,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,351.88,396.58,26.31,0,0
India,IND,Asia,Girasol,2020,4779830,3.62,17318883,121,7437,-0.0134984462604762,17.77,30.87,9.3,673.33,56.0,88.67,5.33,10.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Trigo,2020,2205280,5.96,13150041,190,1440,0.0453004611486296,17.77,30.87,9.3,673.33,56.0,88.67,5.33,10.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,306.03,386.66,41.35,0,0
India,IND,Asia,Caña de azúcar,2020,3637515,83.68,304385879,259,7703,0.017297765239554,17.77,30.87,9.3,673.33,56.0,88.67,5.33,10.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Cebada,2020,561344,3.79,2127121,252,7176,-0.0426034864417711,17.77,30.87,9.3,673.33,56.0,88.67,5.33,10.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Café,2020,337485,1.9,641811,272,7853,0.0043645203387477,17.77,30.87,9.3,673.33,56.0,88.67,5.33,10.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Algodón,2020,1835936,3.59,6592976,284,2392,-0.0390630574755713,17.77,30.87,9.3,673.33,56.0,88.67,5.33,10.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
India,IND,Asia,Té,2020,172937,1.42,245424,215,7547,0.0466811133568605,17.77,30.87,9.3,673.33,56.0,88.67,5.33,10.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1
