pais,codigo_iso,anio,tipo_ganado,cabezas_ganado,produccion_carne_ton,produccion_leche_lt,emisiones_ch4_ton_co2eq,intensidad_emisiones,eficiencia_carne,flag_emision_extrema,flag_eficiencia_anomala,flag_leche_no_aplica,temperatura_promedio,temperatura_maxima,temperatura_minima,precipitacion_total,humedad_relativa_promedio,dias_con_heladas,meses_estres_hidrico,indice_aridez,n_eventos_total_regiones,ev_granizo,ev_helada_tardia,ev_incendios,ev_inundacion,ev_ola_calor,ev_sequia_extrema,ev_sequia_moderada,ev_sequia_severa,ev_tormenta_severa,flag_anio_eventos_extremos,tiene_subsidio_activo,reg_bienestar_animal,reg_deforestacion,reg_emisiones_ganaderas,reg_etanol_mezcla,reg_pesticidas_neonicotinoides,reg_reservas_legales,reg_rotacion_cultivos,reg_uso_agua,acuerdo_Acuerdo_Mercosur,acuerdo_Acuerdo_Paris,acuerdo_Convenio_Biodiversidad,acuerdo_ODS_2030,acuerdo_Protocolo_Kyoto,acuerdo_TLCAN,objetivo_reduccion_emisiones_pct,flag_sin_clima
Brasil,BRA,2017,porcino,15738893,2457736,,2438167,0.155,0.1562,0,0,1,21.3,34.03,11.07,621.0,55.33,31.0,5.0,8.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2017,avicola,964365302,480280,,2077246,0.002,0.0005,0,0,1,21.3,34.03,11.07,621.0,55.33,31.0,5.0,8.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2017,ovino,12899350,255611,315488802.0,729177,0.057,0.0198,0,0,1,21.3,34.03,11.07,621.0,55.33,31.0,5.0,8.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2017,caprino,6846842,483714,331541387.0,1895139,0.277,0.0706,0,0,0,21.3,34.03,11.07,621.0,55.33,31.0,5.0,8.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2018,bovino,8901456,2442841,4658112203.0,57292829,6.436,0.2744,1,0,0,17.53,27.0,8.7,639.0,62.0,68.33,4.67,10.3,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2018,porcino,8686807,3242847,,13480935,1.552,0.3733,0,0,1,17.53,27.0,8.7,639.0,62.0,68.33,4.67,10.3,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2018,avicola,931773863,2086755,,26415623,0.028,0.0022,0,0,1,17.53,27.0,8.7,639.0,62.0,68.33,4.67,10.3,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2018,ovino,11853987,246854,434394889.0,2370726,0.2,0.0208,0,0,1,17.53,27.0,8.7,639.0,62.0,68.33,4.67,10.3,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2018,caprino,10566972,288870,399993920.0,6379526,0.604,0.0273,0,0,0,17.53,27.0,8.7,639.0,62.0,68.33,4.67,10.3,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2019,bovino,59649839,4033088,1255683408.0,51257682,0.859,0.0676,0,0,0,16.47,27.53,3.07,932.0,52.67,96.33,4.33,16.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2019,porcino,8679562,3830924,,17057750,1.965,0.4414,0,0,1,16.47,27.53,3.07,932.0,52.67,96.33,4.33,16.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2019,avicola,96442915,1632789,,1371315,0.014,0.0169,0,0,1,16.47,27.53,3.07,932.0,52.67,96.33,4.33,16.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2019,ovino,11924953,333479,532189981.0,1785262,0.15,0.028,0,0,1,16.47,27.53,3.07,932.0,52.67,96.33,4.33,16.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2019,caprino,14153260,156664,84236938.0,4676965,0.33,0.0111,0,0,0,16.47,27.53,3.07,932.0,52.67,96.33,4.33,16.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2020,bovino,17017684,4199875,5033914424.0,6006601,0.353,0.2468,0,0,0,20.37,32.2,12.07,960.33,60.33,77.33,2.67,13.48,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2020,porcino,25626499,1897744,,13551938,0.529,0.0741,0,0,1,20.37,32.2,12.07,960.33,60.33,77.33,2.67,13.48,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2020,avicola,1055554399,2494051,,20370183,0.019,0.0024,0,0,1,20.37,32.2,12.07,960.33,60.33,77.33,2.67,13.48,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2020,ovino,5482630,572988,76626833.0,11099383,2.024,0.1045,0,0,1,20.37,32.2,12.07,960.33,60.33,77.33,2.67,13.48,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Brasil,BRA,2020,caprino,13345247,496236,167703102.0,7439367,0.557,0.0372,0,0,0,20.37,32.2,12.07,960.33,60.33,77.33,2.67,13.48,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2011,bovino,44253016,1176302,6431547942.0,36777085,0.831,0.0266,0,0,0,15.73,28.23,5.5,1098.67,49.0,73.0,3.33,19.68,5.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2011,porcino,11330159,1713615,,1953491,0.172,0.1512,0,0,1,15.73,28.23,5.5,1098.67,49.0,73.0,3.33,19.68,5.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2011,avicola,566793685,1087148,,10225715,0.018,0.0019,0,0,1,15.73,28.23,5.5,1098.67,49.0,73.0,3.33,19.68,5.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2011,ovino,1529188,340910,356701308.0,1090983,0.713,0.2229,0,0,1,15.73,28.23,5.5,1098.67,49.0,73.0,3.33,19.68,5.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2011,caprino,8103989,364637,432334203.0,9323782,1.151,0.045,0,0,0,15.73,28.23,5.5,1098.67,49.0,73.0,3.33,19.68,5.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2012,bovino,8195189,2527955,1640923501.0,39887728,4.867,0.3085,1,0,0,15.47,24.9,4.57,913.0,61.67,73.33,2.67,17.82,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2012,porcino,3196686,1122611,,7602972,2.378,0.3512,0,0,1,15.47,24.9,4.57,913.0,61.67,73.33,2.67,17.82,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2012,avicola,737757104,303605,,13030978,0.018,0.0004,0,0,1,15.47,24.9,4.57,913.0,61.67,73.33,2.67,17.82,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2012,ovino,17563100,465206,428531491.0,7704857,0.439,0.0265,0,0,1,15.47,24.9,4.57,913.0,61.67,73.33,2.67,17.82,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2012,caprino,6517914,415359,62175448.0,7223955,1.108,0.0637,0,0,0,15.47,24.9,4.57,913.0,61.67,73.33,2.67,17.82,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2013,bovino,14558278,3459065,1429736753.0,22559162,1.55,0.2376,0,0,0,15.3,28.5,6.17,1169.67,58.0,25.67,2.33,22.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2013,porcino,18478119,1089804,,13495418,0.73,0.059,0,0,1,15.3,28.5,6.17,1169.67,58.0,25.67,2.33,22.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2013,avicola,117437301,648875,,15423146,0.131,0.0055,0,0,1,15.3,28.5,6.17,1169.67,58.0,25.67,2.33,22.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2013,ovino,5314088,253222,78699106.0,3708148,0.698,0.0477,0,0,1,15.3,28.5,6.17,1169.67,58.0,25.67,2.33,22.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2013,caprino,1050201,305357,396468851.0,6180954,5.885,0.2908,1,0,0,15.3,28.5,6.17,1169.67,58.0,25.67,2.33,22.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2014,bovino,23660505,3426476,7960895245.0,14352552,0.607,0.1448,0,0,0,18.1,24.83,6.9,634.0,51.0,21.0,5.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2014,porcino,1264198,2954363,,7561739,5.981,1.0,1,1,1,18.1,24.83,6.9,634.0,51.0,21.0,5.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2014,avicola,656421051,450684,,3653774,0.006,0.0007,0,0,1,18.1,24.83,6.9,634.0,51.0,21.0,5.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2014,ovino,10858846,255435,51560422.0,5999222,0.552,0.0235,0,0,1,18.1,24.83,6.9,634.0,51.0,21.0,5.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2014,caprino,14894742,452615,220861980.0,8727112,0.586,0.0304,0,0,0,18.1,24.83,6.9,634.0,51.0,21.0,5.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2015,bovino,22686562,1964347,4396765565.0,8876415,0.391,0.0866,0,0,0,14.6,26.67,5.83,884.67,68.67,67.33,5.33,16.98,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2015,porcino,14937593,1540551,,13187728,0.883,0.1031,0,0,1,14.6,26.67,5.83,884.67,68.67,67.33,5.33,16.98,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2015,avicola,229350254,891154,,16124248,0.07,0.0039,0,0,1,14.6,26.67,5.83,884.67,68.67,67.33,5.33,16.98,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2015,ovino,22734251,461968,530978142.0,3527633,0.155,0.0203,0,0,1,14.6,26.67,5.83,884.67,68.67,67.33,5.33,16.98,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2015,caprino,15246135,197973,507951498.0,10023410,0.657,0.013,0,0,0,14.6,26.67,5.83,884.67,68.67,67.33,5.33,16.98,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2016,bovino,1996735,5697570,3074073727.0,7454577,3.733,1.0,1,1,0,22.27,33.7,10.33,1386.0,57.33,78.33,1.0,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2016,porcino,20230934,2729012,,2973311,0.147,0.1349,0,0,1,22.27,33.7,10.33,1386.0,57.33,78.33,1.0,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2016,avicola,1105742771,2048597,,32383520,0.029,0.0019,0,0,1,22.27,33.7,10.33,1386.0,57.33,78.33,1.0,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2016,ovino,13925088,16230,105460986.0,10172576,0.731,0.0012,0,0,1,22.27,33.7,10.33,1386.0,57.33,78.33,1.0,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2016,caprino,20714980,564615,209360752.0,2472208,0.119,0.0273,0,0,0,22.27,33.7,10.33,1386.0,57.33,78.33,1.0,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2017,bovino,40205287,3008386,8453412932.0,43026747,1.07,0.0748,0,0,0,16.03,26.93,6.77,698.0,70.33,82.0,4.33,12.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2017,porcino,16914234,679348,,12066193,0.713,0.0402,0,0,1,16.03,26.93,6.77,698.0,70.33,82.0,4.33,12.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2017,avicola,601864405,294493,,2152165,0.004,0.0005,0,0,1,16.03,26.93,6.77,698.0,70.33,82.0,4.33,12.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2017,ovino,8031589,285101,473174171.0,11720542,1.459,0.0355,0,0,1,16.03,26.93,6.77,698.0,70.33,82.0,4.33,12.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2017,caprino,17502517,162820,257179909.0,4980527,0.285,0.0093,0,0,0,16.03,26.93,6.77,698.0,70.33,82.0,4.33,12.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2018,bovino,62313452,6536095,5485647326.0,34556489,0.555,0.1049,0,0,0,16.77,24.6,5.7,877.33,67.67,36.67,1.67,16.3,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2018,porcino,1176608,1541063,,6372037,5.416,1.0,1,1,1,16.77,24.6,5.7,877.33,67.67,36.67,1.67,16.3,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2018,avicola,1050230096,407154,,27546638,0.026,0.0004,0,0,1,16.77,24.6,5.7,877.33,67.67,36.67,1.67,16.3,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2018,ovino,15931771,230488,228674554.0,6228175,0.391,0.0145,0,0,1,16.77,24.6,5.7,877.33,67.67,36.67,1.67,16.3,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2018,caprino,16563310,207145,254894591.0,5203650,0.314,0.0125,0,0,0,16.77,24.6,5.7,877.33,67.67,36.67,1.67,16.3,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2019,bovino,15120062,4606064,7248772093.0,15205793,1.006,0.3046,0,0,0,22.37,27.8,12.07,1066.33,49.67,60.33,3.67,13.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2019,porcino,6327440,2523929,,8297423,1.311,0.3989,0,0,1,22.37,27.8,12.07,1066.33,49.67,60.33,3.67,13.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2019,avicola,1160844110,1895478,,30802054,0.027,0.0016,0,0,1,22.37,27.8,12.07,1066.33,49.67,60.33,3.67,13.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2019,ovino,14780573,577189,515268403.0,2730052,0.185,0.0391,0,0,1,22.37,27.8,12.07,1066.33,49.67,60.33,3.67,13.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2019,caprino,4341061,63882,428502718.0,461448,0.106,0.0147,0,0,0,22.37,27.8,12.07,1066.33,49.67,60.33,3.67,13.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2020,bovino,33269089,1069815,10491384888.0,35831415,1.077,0.0322,0,0,0,15.7,27.0,5.2,804.33,48.33,54.33,5.0,14.4,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2020,porcino,2352460,4277877,,7910707,3.363,1.0,1,1,1,15.7,27.0,5.2,804.33,48.33,54.33,5.0,14.4,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2020,avicola,256996172,638186,,30444070,0.118,0.0025,0,0,1,15.7,27.0,5.2,804.33,48.33,54.33,5.0,14.4,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2020,ovino,20230809,102487,165479544.0,12573454,0.622,0.0051,0,0,1,15.7,27.0,5.2,804.33,48.33,54.33,5.0,14.4,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
Estados Unidos,USA,2020,caprino,12909968,460198,536220551.0,8614636,0.667,0.0356,0,0,0,15.7,27.0,5.2,804.33,48.33,54.33,5.0,14.4,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0
India,IND,2011,bovino,44219668,3366010,9540628215.0,20006981,0.452,0.0761,0,0,0,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
India,IND,2011,porcino,9780000,1449315,,15196555,1.554,0.1482,0,0,1,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
India,IND,2011,avicola,974372621,966725,,23519297,0.024,0.001,0,0,1,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
India,IND,2011,ovino,13830889,21924,8270310.0,535342,0.039,0.0016,0,0,1,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
India,IND,2011,caprino,13084726,462479,454876305.0,9136151,0.698,0.0353,0,0,0,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
India,IND,2012,bovino,45447509,2988376,1586303074.0,43395709,0.955,0.0658,0,0,0,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
India,IND,2012,porcino,8502644,2399373,,6974218,0.82,0.2822,0,0,1,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
India,IND,2012,avicola,670428088,894780,,27865182,0.042,0.0013,0,0,1,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
India,IND,2012,ovino,21367442,252780,76059308.0,7309528,0.342,0.0118,0,0,1,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
India,IND,2012,caprino,6071118,223420,501298013.0,5614947,0.925,0.0368,0,0,0,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
India,IND,2013,bovino,31767986,2080129,9438882955.0,9919546,0.312,0.0655,0,0,0,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
India,IND,2013,porcino,21912672,1924622,,16158310,0.737,0.0878,0,0,1,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
India,IND,2013,avicola,1041585569,682656,,30759724,0.03,0.0007,0,0,1,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
India,IND,2013,ovino,10285276,105832,47390171.0,1575457,0.153,0.0103,0,0,1,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
India,IND,2013,caprino,413904,316918,391429723.0,2525842,6.102,0.7657,1,0,0,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
