pais,cultivo,anio,rendimiento_real_t_ha,rendimiento_predicho_t_ha,error_absoluto_t_ha,error_relativo_pct,error_con_signo_t_ha,calidad_prediccion
India,Trigo,2017,2.82,4.7584,1.9384,68.74,1.9384,Mejorable (>25%)
India,Caña de azúcar,2017,75.58,77.2968,1.7168,2.27,1.7168,Bueno (≤10%)
India,Cebada,2017,5.44,4.2885,1.1515,21.17,-1.1515,Aceptable (10–25%)
India,Café,2017,0.98,1.2599,0.2799,28.56,0.2799,Mejorable (>25%)
India,Algodón,2017,2.96,2.711,0.249,8.41,-0.249,Bueno (≤10%)
India,Té,2017,1.15,1.5523,0.4023,34.98,0.4023,Mejorable (>25%)
India,Arroz,2017,6.33,4.9699,1.3601,21.49,-1.3601,Aceptable (10–25%)
India,Girasol,2018,2.46,2.4254,0.0346,1.4,-0.0346,Bueno (≤10%)
India,Trigo,2018,6.52,5.3821,1.1379,17.45,-1.1379,Aceptable (10–25%)
India,Caña de azúcar,2018,110.6,97.3245,13.2755,12.0,-13.2755,Aceptable (10–25%)
India,Cebada,2018,5.93,4.3658,1.5642,26.38,-1.5642,Mejorable (>25%)
India,Café,2018,1.55,1.2879,0.2621,16.91,-0.2621,Aceptable (10–25%)
India,Algodón,2018,4.01,2.9122,1.0978,27.38,-1.0978,Mejorable (>25%)
India,Té,2018,1.97,1.7853,0.1847,9.37,-0.1847,Bueno (≤10%)
India,Arroz,2018,4.58,5.1545,0.5745,12.54,0.5745,Aceptable (10–25%)
India,Girasol,2019,1.95,2.1001,0.1501,7.7,0.1501,Bueno (≤10%)
India,Trigo,2019,4.66,5.2638,0.6038,12.96,0.6038,Aceptable (10–25%)
India,Caña de azúcar,2019,87.68,88.2407,0.5607,0.64,0.5607,Bueno (≤10%)
India,Cebada,2019,3.77,3.954,0.184,4.88,0.184,Bueno (≤10%)
India,Café,2019,0.71,1.1816,0.4716,66.42,0.4716,Mejorable (>25%)
India,Algodón,2019,2.57,2.3677,0.2023,7.87,-0.2023,Bueno (≤10%)
India,Té,2019,2.31,1.7331,0.5769,24.97,-0.5769,Aceptable (10–25%)
India,Arroz,2019,4.85,4.8863,0.0363,0.75,0.0363,Bueno (≤10%)
India,Girasol,2020,3.62,2.6969,0.9231,25.5,-0.9231,Mejorable (>25%)
India,Trigo,2020,5.96,5.6611,0.2989,5.01,-0.2989,Bueno (≤10%)
India,Caña de azúcar,2020,83.68,85.0544,1.3744,1.64,1.3744,Bueno (≤10%)
India,Cebada,2020,3.79,4.3434,0.5534,14.6,0.5534,Aceptable (10–25%)
India,Café,2020,1.9,1.4011,0.4989,26.26,-0.4989,Mejorable (>25%)
India,Algodón,2020,3.59,2.6702,0.9198,25.62,-0.9198,Mejorable (>25%)
India,Té,2020,1.42,1.6124,0.1924,13.55,0.1924,Aceptable (10–25%)
India,Arroz,2020,3.32,4.9633,1.6433,49.5,1.6433,Mejorable (>25%)
China,Té,2011,1.33,1.9729,0.6429,48.33,0.6429,Mejorable (>25%)
China,Arroz,2011,4.59,5.4741,0.8841,19.26,0.8841,Aceptable (10–25%)
China,Caña de azúcar,2011,50.76,73.9972,23.2372,45.78,23.2372,Mejorable (>25%)
China,Trigo,2011,2.68,4.554,1.874,69.93,1.874,Mejorable (>25%)
China,Café,2011,0.9,1.192,0.292,32.44,0.292,Mejorable (>25%)
China,Girasol,2011,2.76,2.4036,0.3564,12.91,-0.3564,Aceptable (10–25%)
China,Soja,2011,2.64,3.0867,0.4467,16.92,0.4467,Aceptable (10–25%)
China,Cebada,2011,3.27,4.2289,0.9589,29.32,0.9589,Mejorable (>25%)
China,Té,2012,3.09,2.1516,0.9384,30.37,-0.9384,Mejorable (>25%)
China,Arroz,2012,5.96,5.7902,0.1698,2.85,-0.1698,Bueno (≤10%)
China,Caña de azúcar,2012,123.63,86.9741,36.6559,29.65,-36.6559,Mejorable (>25%)
China,Trigo,2012,8.2,5.7017,2.4983,30.47,-2.4983,Mejorable (>25%)
China,Café,2012,2.43,1.3213,1.1087,45.63,-1.1087,Mejorable (>25%)
China,Girasol,2012,2.05,2.3247,0.2747,13.4,0.2747,Aceptable (10–25%)
China,Soja,2012,2.99,3.2737,0.2837,9.49,0.2837,Bueno (≤10%)
China,Cebada,2012,4.01,4.4148,0.4048,10.09,0.4048,Aceptable (10–25%)
China,Té,2013,2.75,2.2097,0.5403,19.65,-0.5403,Aceptable (10–25%)
China,Arroz,2013,4.8,5.8584,1.0584,22.05,1.0584,Aceptable (10–25%)
China,Caña de azúcar,2013,119.82,88.0227,31.7973,26.54,-31.7973,Mejorable (>25%)
China,Trigo,2013,7.09,5.6453,1.4447,20.38,-1.4447,Aceptable (10–25%)
China,Café,2013,1.08,1.1495,0.0695,6.43,0.0695,Bueno (≤10%)
China,Girasol,2013,4.43,2.838,1.592,35.94,-1.592,Mejorable (>25%)
China,Soja,2013,3.3,3.2548,0.0452,1.37,-0.0452,Bueno (≤10%)
China,Cebada,2013,4.77,4.3763,0.3937,8.25,-0.3937,Bueno (≤10%)
China,Té,2014,2.3,2.0833,0.2167,9.42,-0.2167,Bueno (≤10%)
China,Arroz,2014,7.56,6.336,1.224,16.19,-1.224,Aceptable (10–25%)
China,Caña de azúcar,2014,81.92,88.2062,6.2862,7.67,6.2862,Bueno (≤10%)
China,Trigo,2014,7.03,5.461,1.569,22.32,-1.569,Aceptable (10–25%)
China,Café,2014,1.26,1.2219,0.0381,3.02,-0.0381,Bueno (≤10%)
China,Girasol,2014,1.39,2.0339,0.6439,46.33,0.6439,Mejorable (>25%)
China,Soja,2014,3.65,3.4067,0.2433,6.67,-0.2433,Bueno (≤10%)
China,Cebada,2014,4.54,4.2177,0.3223,7.1,-0.3223,Bueno (≤10%)
China,Té,2015,2.17,2.1338,0.0362,1.67,-0.0362,Bueno (≤10%)
China,Arroz,2015,5.27,5.2879,0.0179,0.34,0.0179,Bueno (≤10%)
China,Caña de azúcar,2015,97.71,87.2541,10.4559,10.7,-10.4559,Aceptable (10–25%)
China,Trigo,2015,2.28,4.3551,2.0751,91.01,2.0751,Mejorable (>25%)
China,Café,2015,0.62,1.2067,0.5867,94.63,0.5867,Mejorable (>25%)
China,Girasol,2015,1.81,2.3823,0.5723,31.62,0.5723,Mejorable (>25%)
China,Soja,2015,3.89,3.273,0.617,15.86,-0.617,Aceptable (10–25%)
China,Cebada,2015,5.45,4.4734,0.9766,17.92,-0.9766,Aceptable (10–25%)
China,Té,2016,2.76,2.1926,0.5674,20.56,-0.5674,Aceptable (10–25%)
China,Arroz,2016,6.15,5.8608,0.2892,4.7,-0.2892,Bueno (≤10%)
China,Caña de azúcar,2016,68.19,82.1234,13.9334,20.43,13.9334,Aceptable (10–25%)
China,Trigo,2016,6.41,5.9526,0.4574,7.14,-0.4574,Bueno (≤10%)
China,Café,2016,0.99,1.1836,0.1936,19.56,0.1936,Aceptable (10–25%)
China,Girasol,2016,2.0,2.3057,0.3057,15.29,0.3057,Aceptable (10–25%)
China,Soja,2016,3.6,3.3335,0.2665,7.4,-0.2665,Bueno (≤10%)
China,Cebada,2016,2.72,4.3593,1.6393,60.27,1.6393,Mejorable (>25%)
China,Té,2017,1.73,1.866,0.136,7.86,0.136,Bueno (≤10%)
China,Arroz,2017,6.32,5.8339,0.4861,7.69,-0.4861,Bueno (≤10%)
China,Caña de azúcar,2017,71.24,67.2975,3.9425,5.53,-3.9425,Bueno (≤10%)
China,Trigo,2017,7.75,5.966,1.784,23.02,-1.784,Aceptable (10–25%)
China,Café,2017,0.83,1.2021,0.3721,44.83,0.3721,Mejorable (>25%)
China,Girasol,2017,2.79,2.4414,0.3486,12.49,-0.3486,Aceptable (10–25%)
China,Soja,2017,3.22,3.2917,0.0717,2.23,0.0717,Bueno (≤10%)
China,Cebada,2017,7.12,5.2183,1.9017,26.71,-1.9017,Mejorable (>25%)
China,Té,2018,1.52,1.907,0.387,25.46,0.387,Mejorable (>25%)
China,Arroz,2018,5.29,5.4055,0.1155,2.18,0.1155,Bueno (≤10%)
China,Caña de azúcar,2018,94.72,77.5689,17.1511,18.11,-17.1511,Aceptable (10–25%)
China,Trigo,2018,5.35,5.0653,0.2847,5.32,-0.2847,Bueno (≤10%)
China,Café,2018,1.81,1.4321,0.3779,20.88,-0.3779,Aceptable (10–25%)
China,Girasol,2018,3.0,2.2948,0.7052,23.51,-0.7052,Aceptable (10–25%)
China,Soja,2018,3.01,3.3641,0.3541,11.76,0.3541,Aceptable (10–25%)
China,Cebada,2018,4.89,4.5456,0.3444,7.04,-0.3444,Bueno (≤10%)
China,Té,2019,2.47,2.0263,0.4437,17.97,-0.4437,Aceptable (10–25%)
China,Arroz,2019,4.0,4.8839,0.8839,22.1,0.8839,Aceptable (10–25%)
China,Caña de azúcar,2019,83.65,84.695,1.045,1.25,1.045,Bueno (≤10%)
China,Trigo,2019,3.02,4.1786,1.1586,38.36,1.1586,Mejorable (>25%)
China,Café,2019,0.71,1.2043,0.4943,69.61,0.4943,Mejorable (>25%)
China,Girasol,2019,1.78,2.2564,0.4764,26.77,0.4764,Mejorable (>25%)
China,Soja,2019,3.03,3.297,0.267,8.81,0.267,Bueno (≤10%)
China,Cebada,2019,2.54,3.8052,1.2652,49.81,1.2652,Mejorable (>25%)
China,Té,2020,1.09,1.8418,0.7518,68.97,0.7518,Mejorable (>25%)
China,Arroz,2020,8.28,6.1311,2.1489,25.95,-2.1489,Mejorable (>25%)
China,Caña de azúcar,2020,77.85,84.4884,6.6384,8.53,6.6384,Bueno (≤10%)
China,Trigo,2020,2.84,4.2669,1.4269,50.24,1.4269,Mejorable (>25%)
China,Café,2020,1.08,1.1281,0.0481,4.45,0.0481,Bueno (≤10%)
China,Girasol,2020,3.42,2.7323,0.6877,20.11,-0.6877,Aceptable (10–25%)
China,Soja,2020,3.85,3.4095,0.4405,11.44,-0.4405,Aceptable (10–25%)
China,Cebada,2020,7.22,4.6566,2.5634,35.5,-2.5634,Mejorable (>25%)
Francia,Trigo,2011,4.56,4.0499,0.5101,11.19,-0.5101,Aceptable (10–25%)
Francia,Caña de azúcar,2011,57.97,71.1965,13.2265,22.82,13.2265,Aceptable (10–25%)
Francia,Maíz,2011,6.4,6.1413,0.2587,4.04,-0.2587,Bueno (≤10%)
Francia,Café,2011,2.0,1.3885,0.6115,30.57,-0.6115,Mejorable (>25%)
Francia,Algodón,2011,3.67,2.8469,0.8231,22.43,-0.8231,Aceptable (10–25%)
Francia,Soja,2011,3.41,3.4371,0.0271,0.79,0.0271,Bueno (≤10%)
Francia,Cebada,2011,3.06,4.1425,1.0825,35.38,1.0825,Mejorable (>25%)
Francia,Girasol,2011,1.8,2.3145,0.5145,28.58,0.5145,Mejorable (>25%)
Francia,Trigo,2012,3.92,4.0432,0.1232,3.14,0.1232,Bueno (≤10%)
Francia,Caña de azúcar,2012,59.86,69.6657,9.8057,16.38,9.8057,Aceptable (10–25%)
Francia,Maíz,2012,6.92,6.7074,0.2126,3.07,-0.2126,Bueno (≤10%)
Francia,Café,2012,0.43,1.0582,0.6282,146.1,0.6282,Mejorable (>25%)
Francia,Algodón,2012,3.64,2.9208,0.7192,19.76,-0.7192,Aceptable (10–25%)
Francia,Soja,2012,3.98,3.7753,0.2047,5.14,-0.2047,Bueno (≤10%)
Francia,Cebada,2012,5.79,4.5149,1.2751,22.02,-1.2751,Aceptable (10–25%)
Francia,Girasol,2012,1.64,2.0153,0.3753,22.88,0.3753,Aceptable (10–25%)
Francia,Trigo,2013,4.13,4.2149,0.0849,2.06,0.0849,Bueno (≤10%)
Francia,Caña de azúcar,2013,103.83,84.3125,19.5175,18.8,-19.5175,Aceptable (10–25%)
Francia,Maíz,2013,3.35,5.4657,2.1157,63.16,2.1157,Mejorable (>25%)
Francia,Café,2013,1.38,1.2863,0.0937,6.79,-0.0937,Bueno (≤10%)
Francia,Algodón,2013,1.19,2.2082,1.0182,85.56,1.0182,Mejorable (>25%)
Francia,Soja,2013,4.44,3.7308,0.7092,15.97,-0.7092,Aceptable (10–25%)
Francia,Cebada,2013,3.43,4.215,0.785,22.89,0.785,Aceptable (10–25%)
Francia,Girasol,2013,1.73,2.1304,0.4004,23.15,0.4004,Aceptable (10–25%)
Francia,Trigo,2014,2.41,3.6615,1.2515,51.93,1.2515,Mejorable (>25%)
Francia,Caña de azúcar,2014,67.73,79.6618,11.9318,17.62,11.9318,Aceptable (10–25%)
Francia,Maíz,2014,8.98,6.9077,2.0723,23.08,-2.0723,Aceptable (10–25%)
Francia,Café,2014,1.74,1.26,0.48,27.59,-0.48,Mejorable (>25%)
Francia,Algodón,2014,3.44,2.9024,0.5376,15.63,-0.5376,Aceptable (10–25%)
Francia,Soja,2014,3.89,3.5445,0.3455,8.88,-0.3455,Bueno (≤10%)
Francia,Cebada,2014,5.68,4.4791,1.2009,21.14,-1.2009,Aceptable (10–25%)
Francia,Girasol,2014,2.89,2.6071,0.2829,9.79,-0.2829,Bueno (≤10%)
Francia,Trigo,2015,4.62,4.127,0.493,10.67,-0.493,Aceptable (10–25%)
Francia,Caña de azúcar,2015,98.68,83.4699,15.2101,15.41,-15.2101,Aceptable (10–25%)
Francia,Maíz,2015,6.75,6.263,0.487,7.22,-0.487,Bueno (≤10%)
Francia,Café,2015,0.52,1.1285,0.6085,117.02,0.6085,Mejorable (>25%)
Francia,Algodón,2015,2.72,2.6731,0.0469,1.72,-0.0469,Bueno (≤10%)
Francia,Soja,2015,3.1,3.5301,0.4301,13.87,0.4301,Aceptable (10–25%)
Francia,Cebada,2015,5.58,4.308,1.272,22.8,-1.272,Aceptable (10–25%)
Francia,Girasol,2015,3.3,2.5982,0.7018,21.27,-0.7018,Aceptable (10–25%)
Francia,Trigo,2016,4.17,4.2961,0.1261,3.02,0.1261,Bueno (≤10%)
Francia,Caña de azúcar,2016,77.52,80.9923,3.4723,4.48,3.4723,Bueno (≤10%)
Francia,Maíz,2016,6.55,5.8837,0.6663,10.17,-0.6663,Aceptable (10–25%)
Francia,Café,2016,0.8,1.2759,0.4759,59.49,0.4759,Mejorable (>25%)
Francia,Algodón,2016,3.71,3.0381,0.6719,18.11,-0.6719,Aceptable (10–25%)
Francia,Soja,2016,3.75,3.7826,0.0326,0.87,0.0326,Bueno (≤10%)
Francia,Cebada,2016,5.85,4.6433,1.2067,20.63,-1.2067,Aceptable (10–25%)
Francia,Girasol,2016,3.11,2.6374,0.4726,15.2,-0.4726,Aceptable (10–25%)
Francia,Trigo,2017,2.3,3.6631,1.3631,59.26,1.3631,Mejorable (>25%)
Francia,Caña de azúcar,2017,72.49,77.0317,4.5417,6.27,4.5417,Bueno (≤10%)
Francia,Maíz,2017,9.83,7.0634,2.7666,28.14,-2.7666,Mejorable (>25%)
Francia,Café,2017,2.0,1.4109,0.5891,29.46,-0.5891,Mejorable (>25%)
Francia,Algodón,2017,5.25,3.2573,1.9927,37.96,-1.9927,Mejorable (>25%)
Francia,Soja,2017,3.3,3.7186,0.4186,12.69,0.4186,Aceptable (10–25%)
Francia,Cebada,2017,4.82,4.5659,0.2541,5.27,-0.2541,Bueno (≤10%)
Francia,Girasol,2017,2.64,2.5427,0.0973,3.68,-0.0973,Bueno (≤10%)
Francia,Trigo,2018,8.18,4.5655,3.6145,44.19,-3.6145,Mejorable (>25%)
Francia,Caña de azúcar,2018,66.28,74.9094,8.6294,13.02,8.6294,Aceptable (10–25%)
Francia,Maíz,2018,6.29,6.7688,0.4788,7.61,0.4788,Bueno (≤10%)
Francia,Café,2018,1.94,1.5534,0.3866,19.93,-0.3866,Aceptable (10–25%)
Francia,Algodón,2018,1.32,2.3107,0.9907,75.06,0.9907,Mejorable (>25%)
Francia,Soja,2018,3.88,3.904,0.024,0.62,0.024,Bueno (≤10%)
Francia,Cebada,2018,2.22,4.1827,1.9627,88.41,1.9627,Mejorable (>25%)
Francia,Girasol,2018,2.86,2.5723,0.2877,10.06,-0.2877,Aceptable (10–25%)
Francia,Trigo,2019,5.25,4.9398,0.3102,5.91,-0.3102,Bueno (≤10%)
Francia,Caña de azúcar,2019,58.78,76.4241,17.6441,30.02,17.6441,Mejorable (>25%)
Francia,Maíz,2019,2.98,5.0047,2.0247,67.94,2.0247,Mejorable (>25%)
Francia,Café,2019,0.59,1.1343,0.5443,92.25,0.5443,Mejorable (>25%)
Francia,Algodón,2019,2.47,2.5553,0.0853,3.45,0.0853,Bueno (≤10%)
Francia,Soja,2019,3.25,3.6811,0.4311,13.27,0.4311,Aceptable (10–25%)
Francia,Cebada,2019,4.59,4.3726,0.2174,4.74,-0.2174,Bueno (≤10%)
Francia,Girasol,2019,2.84,2.471,0.369,12.99,-0.369,Aceptable (10–25%)
Francia,Trigo,2020,4.86,4.2198,0.6402,13.17,-0.6402,Aceptable (10–25%)
Francia,Caña de azúcar,2020,62.49,79.9162,17.4262,27.89,17.4262,Mejorable (>25%)
Francia,Maíz,2020,8.35,6.8617,1.4883,17.82,-1.4883,Aceptable (10–25%)
Francia,Café,2020,2.3,1.6031,0.6969,30.3,-0.6969,Mejorable (>25%)
Francia,Algodón,2020,1.08,2.2707,1.1907,110.25,1.1907,Mejorable (>25%)
Francia,Soja,2020,3.88,3.6422,0.2378,6.13,-0.2378,Bueno (≤10%)
Francia,Cebada,2020,4.13,4.4162,0.2862,6.93,0.2862,Bueno (≤10%)
Francia,Girasol,2020,1.79,2.2034,0.4134,23.09,0.4134,Aceptable (10–25%)
Alemania,Soja,2011,3.21,3.7849,0.5749,17.91,0.5749,Aceptable (10–25%)
Alemania,Caña de azúcar,2011,70.14,90.2135,20.0735,28.62,20.0735,Mejorable (>25%)
Alemania,Girasol,2011,4.01,2.7524,1.2576,31.36,-1.2576,Mejorable (>25%)
Alemania,Té,2011,2.38,2.4436,0.0636,2.67,0.0636,Bueno (≤10%)
Alemania,Trigo,2011,5.87,4.408,1.462,24.91,-1.462,Aceptable (10–25%)
Alemania,Café,2011,2.24,1.5631,0.6769,30.22,-0.6769,Mejorable (>25%)
Alemania,Maíz,2011,9.34,7.3886,1.9514,20.89,-1.9514,Aceptable (10–25%)
Alemania,Cebada,2011,3.34,3.9548,0.6148,18.41,0.6148,Aceptable (10–25%)
Alemania,Soja,2012,4.68,4.0155,0.6645,14.2,-0.6645,Aceptable (10–25%)
Alemania,Caña de azúcar,2012,101.16,88.2998,12.8602,12.71,-12.8602,Aceptable (10–25%)
Alemania,Girasol,2012,3.77,2.6158,1.1542,30.61,-1.1542,Mejorable (>25%)
Alemania,Té,2012,2.19,2.2902,0.1002,4.58,0.1002,Bueno (≤10%)
Alemania,Trigo,2012,3.92,4.8046,0.8846,22.57,0.8846,Aceptable (10–25%)
Alemania,Café,2012,1.25,1.4301,0.1801,14.41,0.1801,Aceptable (10–25%)
Alemania,Maíz,2012,8.57,6.7137,1.8563,21.66,-1.8563,Aceptable (10–25%)
Alemania,Cebada,2012,5.61,4.4963,1.1137,19.85,-1.1137,Aceptable (10–25%)
Alemania,Soja,2013,3.82,3.8042,0.0158,0.41,-0.0158,Bueno (≤10%)
Alemania,Caña de azúcar,2013,71.14,90.8042,19.6642,27.64,19.6642,Mejorable (>25%)
Alemania,Girasol,2013,1.86,2.2134,0.3534,19.0,0.3534,Aceptable (10–25%)
Alemania,Té,2013,3.05,2.4109,0.6391,20.95,-0.6391,Aceptable (10–25%)
Alemania,Trigo,2013,4.86,4.2762,0.5838,12.01,-0.5838,Aceptable (10–25%)
Alemania,Café,2013,1.14,1.5487,0.4087,35.85,0.4087,Mejorable (>25%)
Alemania,Maíz,2013,8.7,7.3137,1.3863,15.93,-1.3863,Aceptable (10–25%)
Alemania,Cebada,2013,3.5,3.9852,0.4852,13.86,0.4852,Aceptable (10–25%)
Alemania,Soja,2014,2.64,3.3594,0.7194,27.25,0.7194,Mejorable (>25%)
Alemania,Caña de azúcar,2014,130.07,105.8354,24.2346,18.63,-24.2346,Aceptable (10–25%)
Alemania,Girasol,2014,1.8,2.2866,0.4866,27.03,0.4866,Mejorable (>25%)
Alemania,Té,2014,1.63,2.0174,0.3874,23.76,0.3874,Aceptable (10–25%)
Alemania,Trigo,2014,3.68,4.4858,0.8058,21.9,0.8058,Aceptable (10–25%)
Alemania,Café,2014,2.5,1.4648,1.0352,41.41,-1.0352,Mejorable (>25%)
Alemania,Maíz,2014,5.42,5.7471,0.3271,6.04,0.3271,Bueno (≤10%)
Alemania,Cebada,2014,4.0,4.0112,0.0112,0.28,0.0112,Bueno (≤10%)
Alemania,Soja,2015,3.39,3.8473,0.4573,13.49,0.4573,Aceptable (10–25%)
Alemania,Caña de azúcar,2015,95.61,91.5136,4.0964,4.28,-4.0964,Bueno (≤10%)
Alemania,Girasol,2015,1.45,2.287,0.837,57.72,0.837,Mejorable (>25%)
Alemania,Té,2015,1.78,2.2028,0.4228,23.75,0.4228,Aceptable (10–25%)
Alemania,Trigo,2015,3.13,4.0198,0.8898,28.43,0.8898,Mejorable (>25%)
Alemania,Café,2015,2.07,1.5989,0.4711,22.76,-0.4711,Aceptable (10–25%)
Alemania,Maíz,2015,5.5,6.9673,1.4673,26.68,1.4673,Mejorable (>25%)
Alemania,Cebada,2015,6.13,4.3835,1.7465,28.49,-1.7465,Mejorable (>25%)
Alemania,Soja,2016,5.1,4.0178,1.0822,21.22,-1.0822,Aceptable (10–25%)
Alemania,Caña de azúcar,2016,102.35,90.4252,11.9248,11.65,-11.9248,Aceptable (10–25%)
Alemania,Girasol,2016,1.61,2.2975,0.6875,42.7,0.6875,Mejorable (>25%)
Alemania,Té,2016,3.48,2.5887,0.8913,25.61,-0.8913,Mejorable (>25%)
Alemania,Trigo,2016,3.15,4.4806,1.3306,42.24,1.3306,Mejorable (>25%)
Alemania,Café,2016,0.82,1.4008,0.5808,70.83,0.5808,Mejorable (>25%)
Alemania,Maíz,2016,6.9,6.6083,0.2917,4.23,-0.2917,Bueno (≤10%)
Alemania,Cebada,2016,3.2,3.8847,0.6847,21.4,0.6847,Aceptable (10–25%)
Alemania,Soja,2017,3.09,3.5395,0.4495,14.55,0.4495,Aceptable (10–25%)
Alemania,Caña de azúcar,2017,112.72,102.6523,10.0677,8.93,-10.0677,Bueno (≤10%)
Alemania,Girasol,2017,3.78,2.9082,0.8718,23.06,-0.8718,Aceptable (10–25%)
Alemania,Té,2017,2.91,2.5572,0.3528,12.12,-0.3528,Aceptable (10–25%)
Alemania,Trigo,2017,3.96,4.1258,0.1658,4.19,0.1658,Bueno (≤10%)
Alemania,Café,2017,0.91,1.3344,0.4244,46.64,0.4244,Mejorable (>25%)
Alemania,Maíz,2017,5.26,6.1792,0.9192,17.47,0.9192,Aceptable (10–25%)
Alemania,Cebada,2017,2.68,3.7626,1.0826,40.4,1.0826,Mejorable (>25%)
Alemania,Soja,2018,4.04,3.7563,0.2837,7.02,-0.2837,Bueno (≤10%)
Alemania,Caña de azúcar,2018,113.29,100.1403,13.1497,11.61,-13.1497,Aceptable (10–25%)
Alemania,Girasol,2018,2.78,2.6496,0.1304,4.69,-0.1304,Bueno (≤10%)
Alemania,Té,2018,2.12,2.3521,0.2321,10.95,0.2321,Aceptable (10–25%)
Alemania,Trigo,2018,4.16,4.2984,0.1384,3.33,0.1384,Bueno (≤10%)
Alemania,Café,2018,1.51,1.6393,0.1293,8.56,0.1293,Bueno (≤10%)
Alemania,Maíz,2018,6.87,7.1735,0.3035,4.42,0.3035,Bueno (≤10%)
Alemania,Cebada,2018,2.78,3.8678,1.0878,39.13,1.0878,Mejorable (>25%)
Alemania,Soja,2019,3.88,3.8201,0.0599,1.54,-0.0599,Bueno (≤10%)
Alemania,Caña de azúcar,2019,106.9,92.0886,14.8114,13.86,-14.8114,Aceptable (10–25%)
Alemania,Girasol,2019,3.15,2.8749,0.2751,8.73,-0.2751,Bueno (≤10%)
Alemania,Té,2019,2.57,2.3398,0.2302,8.96,-0.2302,Bueno (≤10%)
Alemania,Trigo,2019,7.0,5.1907,1.8093,25.85,-1.8093,Mejorable (>25%)
Alemania,Café,2019,0.64,1.2234,0.5834,91.15,0.5834,Mejorable (>25%)
Alemania,Maíz,2019,11.03,7.3961,3.6339,32.95,-3.6339,Mejorable (>25%)
Alemania,Cebada,2019,5.43,4.2593,1.1707,21.56,-1.1707,Aceptable (10–25%)
Alemania,Soja,2020,3.82,3.6798,0.1402,3.67,-0.1402,Bueno (≤10%)
Alemania,Caña de azúcar,2020,86.17,86.175,0.005,0.01,0.005,Bueno (≤10%)
Alemania,Girasol,2020,2.47,2.5959,0.1259,5.1,0.1259,Bueno (≤10%)
Alemania,Té,2020,2.3,2.3231,0.0231,1.01,0.0231,Bueno (≤10%)
Alemania,Trigo,2020,6.84,5.0394,1.8006,26.32,-1.8006,Mejorable (>25%)
Alemania,Café,2020,2.76,1.6075,1.1525,41.76,-1.1525,Mejorable (>25%)
Alemania,Maíz,2020,5.94,6.3755,0.4355,7.33,0.4355,Bueno (≤10%)
Alemania,Cebada,2020,4.32,4.0698,0.2502,5.79,-0.2502,Bueno (≤10%)
Australia,Trigo,2011,7.22,5.2133,2.0067,27.79,-2.0067,Mejorable (>25%)
Australia,Caña de azúcar,2011,137.24,107.3809,29.8591,21.76,-29.8591,Aceptable (10–25%)
Australia,Algodón,2011,1.56,2.4553,0.8953,57.39,0.8953,Mejorable (>25%)
Australia,Maíz,2011,3.36,4.8077,1.4477,43.09,1.4477,Mejorable (>25%)
Australia,Café,2011,0.77,1.2059,0.4359,56.61,0.4359,Mejorable (>25%)
Australia,Té,2011,3.03,2.3029,0.7271,24.0,-0.7271,Aceptable (10–25%)
Australia,Soja,2011,2.39,3.1097,0.7197,30.11,0.7197,Mejorable (>25%)
Australia,Arroz,2011,8.72,5.7492,2.9708,34.07,-2.9708,Mejorable (>25%)
Australia,Trigo,2012,8.64,5.3436,3.2964,38.15,-3.2964,Mejorable (>25%)
Australia,Caña de azúcar,2012,129.56,102.2456,27.3144,21.08,-27.3144,Aceptable (10–25%)
Australia,Algodón,2012,2.55,2.3232,0.2268,8.89,-0.2268,Bueno (≤10%)
Australia,Maíz,2012,4.17,4.8085,0.6385,15.31,0.6385,Aceptable (10–25%)
Australia,Café,2012,1.02,1.3212,0.3012,29.53,0.3012,Mejorable (>25%)
Australia,Té,2012,2.21,2.1668,0.0432,1.96,-0.0432,Bueno (≤10%)
Australia,Soja,2012,3.13,3.1394,0.0094,0.3,0.0094,Bueno (≤10%)
Australia,Arroz,2012,6.69,5.6343,1.0557,15.78,-1.0557,Aceptable (10–25%)
Australia,Trigo,2013,3.35,4.2608,0.9108,27.19,0.9108,Mejorable (>25%)
Australia,Caña de azúcar,2013,64.46,93.5605,29.1005,45.15,29.1005,Mejorable (>25%)
Australia,Algodón,2013,2.19,2.3068,0.1168,5.33,0.1168,Bueno (≤10%)
Australia,Maíz,2013,3.63,4.5896,0.9596,26.44,0.9596,Mejorable (>25%)
Australia,Café,2013,1.41,1.5449,0.1349,9.57,0.1349,Bueno (≤10%)
Australia,Té,2013,3.12,2.3755,0.7445,23.86,-0.7445,Aceptable (10–25%)
Australia,Soja,2013,4.15,3.2803,0.8697,20.96,-0.8697,Aceptable (10–25%)
Australia,Arroz,2013,6.56,5.8205,0.7395,11.27,-0.7395,Aceptable (10–25%)
Australia,Trigo,2014,2.05,4.1254,2.0754,101.24,2.0754,Mejorable (>25%)
Australia,Caña de azúcar,2014,72.59,88.6131,16.0231,22.07,16.0231,Aceptable (10–25%)
Australia,Algodón,2014,3.88,2.5688,1.3112,33.79,-1.3112,Mejorable (>25%)
Australia,Maíz,2014,5.73,5.3767,0.3533,6.17,-0.3533,Bueno (≤10%)
Australia,Café,2014,2.89,1.7092,1.1808,40.86,-1.1808,Mejorable (>25%)
Australia,Té,2014,2.01,2.0991,0.0891,4.43,0.0891,Bueno (≤10%)
