pais,codigo_iso,anio,tipo_ganado,cabezas_ganado,produccion_carne_ton,emisiones_ch4_ton_co2eq,intensidad_emisiones,eficiencia_carne,flag_emision_extrema,anomalia_predicha_if,anomaly_score_if,anomalia_predicha_svm,anomaly_score_svm,consensus_anomalia,estado_emision,resultado_validacion
India,IND,2016,caprino,10255981,165843,8228054,0.802,0.0162,0,0,0.40796278933858565,0,-7.711427612879348,0,Normal,Verdadero Negativo
India,IND,2017,bovino,42062898,2551888,16283278,0.387,0.0607,0,0,0.4067499691945994,0,-7.477030843860568,0,Normal,Verdadero Negativo
India,IND,2017,porcino,20630566,219468,10258016,0.497,0.0106,0,0,0.4069224358033661,0,-7.062491116442509,0,Normal,Verdadero Negativo
India,IND,2017,avicola,151281115,508890,12173519,0.08,0.0034,0,0,0.4241422927468216,0,-7.500623545282542,0,Normal,Verdadero Negativo
India,IND,2017,ovino,7096270,19812,2347451,0.331,0.0028,0,0,0.4515921046322804,0,-6.147113388983096,0,Normal,Verdadero Negativo
India,IND,2017,caprino,4118508,139248,7839121,1.903,0.0338,0,0,0.43294076301725365,0,-7.752997152339405,0,Normal,Verdadero Negativo
India,IND,2018,bovino,9239066,3830992,41664448,4.51,0.4147,1,1,0.5778812423873607,1,-3.53209777096399,1,Anomalía detectada,Verdadero Positivo
India,IND,2018,porcino,24602694,2769435,13066256,0.531,0.1126,0,0,0.5023381993298361,1,-4.176271640454597,0,Normal,Verdadero Negativo
India,IND,2018,avicola,930468595,473852,8814839,0.009,0.0005,0,1,0.5179337100115589,1,-3.7739621835169723,1,Anomalía detectada,Falso Positivo
India,IND,2018,ovino,12535761,278904,13078385,1.043,0.0222,0,0,0.4862909230774443,1,-4.707800534885145,0,Normal,Verdadero Negativo
India,IND,2018,caprino,28490764,242676,5121745,0.18,0.0085,0,0,0.4844719892371408,1,-4.7634866699328215,0,Normal,Verdadero Negativo
India,IND,2019,bovino,40944219,4473598,35724156,0.873,0.1093,0,0,0.4921258772776089,0,-5.607571770625046,0,Normal,Verdadero Negativo
India,IND,2019,porcino,8588900,1283465,9781187,1.139,0.1494,0,0,0.47365584356251317,0,-6.206203782458968,0,Normal,Verdadero Negativo
India,IND,2019,avicola,491424527,1192330,9179686,0.019,0.0024,0,0,0.48786173664443544,0,-5.755824727702427,0,Normal,Verdadero Negativo
India,IND,2019,ovino,13958356,527126,1305429,0.094,0.0378,0,0,0.4708223054735532,0,-6.025594171545666,0,Normal,Verdadero Negativo
India,IND,2019,caprino,1278546,295205,10751177,8.409,0.2309,1,1,0.5838492521443859,1,-3.9980199739908957,1,Anomalía detectada,Verdadero Positivo
India,IND,2020,bovino,36812893,3989400,2667704,0.072,0.1084,0,0,0.4472002858664394,0,-6.0627555388326755,0,Normal,Verdadero Negativo
India,IND,2020,porcino,10560475,1772274,12836822,1.216,0.1678,0,0,0.4275432575913574,0,-6.427195716238353,0,Normal,Verdadero Negativo
India,IND,2020,avicola,341737788,326136,10624532,0.031,0.001,0,0,0.4401107107906083,0,-6.480393911119662,0,Normal,Verdadero Negativo
India,IND,2020,ovino,11169231,72234,4791443,0.429,0.0065,0,0,0.42461153149001274,0,-6.734729979258192,0,Normal,Verdadero Negativo
India,IND,2020,caprino,10211307,347850,5340943,0.523,0.0341,0,0,0.39636237589922535,0,-7.651658722167631,0,Normal,Verdadero Negativo
China,CHN,2011,bovino,38481774,2705240,38096629,0.99,0.0703,0,0,0.3982056468181232,0,-6.494102835950789,0,Normal,Verdadero Negativo
China,CHN,2011,porcino,10185877,2668509,4128351,0.405,0.262,0,0,0.4024061990552199,0,-6.799817876358326,0,Normal,Verdadero Negativo
China,CHN,2011,avicola,114870458,1314884,10641082,0.093,0.0114,0,0,0.4176143910844492,0,-7.1281229559740495,0,Normal,Verdadero Negativo
China,CHN,2011,ovino,2631739,314402,7374915,2.802,0.1195,1,0,0.4263215086735581,0,-7.388018142267686,0,Normal,Falso Negativo
China,CHN,2011,caprino,14563259,170557,5437213,0.373,0.0117,0,0,0.3786653310532951,0,-7.9173425585191115,0,Normal,Verdadero Negativo
China,CHN,2012,bovino,4415201,4273360,19785834,4.481,0.9679,1,1,0.5730815137814239,1,-3.9280780675496207,1,Anomalía detectada,Verdadero Positivo
China,CHN,2012,porcino,4872280,2088456,3521904,0.723,0.4286,0,0,0.49511044327997455,0,-4.763811900788572,0,Normal,Verdadero Negativo
China,CHN,2012,avicola,661902717,940030,9300256,0.014,0.0014,0,0,0.4802579431605774,0,-4.76357133961133,0,Normal,Verdadero Negativo
China,CHN,2012,ovino,10582695,15796,10742715,1.015,0.0015,0,1,0.5054713324641538,1,-3.9677476499691737,1,Anomalía detectada,Falso Positivo
China,CHN,2012,caprino,15007961,148770,6621332,0.441,0.0099,0,0,0.4487291388671762,0,-5.575816421270133,0,Normal,Verdadero Negativo
China,CHN,2013,bovino,34757122,4226636,41812179,1.203,0.1216,0,0,0.453633857622102,0,-5.0570402303014195,0,Normal,Verdadero Negativo
China,CHN,2013,porcino,18097061,555094,16045133,0.887,0.0307,0,0,0.4395781809682953,0,-5.3153746170190495,0,Normal,Verdadero Negativo
China,CHN,2013,avicola,782738771,736083,10284192,0.013,0.0009,0,0,0.4445703973450529,0,-5.276035383040262,0,Normal,Verdadero Negativo
China,CHN,2013,ovino,12891854,237721,10437967,0.81,0.0184,0,0,0.4186880057328406,0,-6.1793540118643575,0,Normal,Verdadero Negativo
China,CHN,2013,caprino,16664269,326904,6716863,0.403,0.0196,0,0,0.407929375977281,0,-6.645168150819104,0,Normal,Verdadero Negativo
China,CHN,2014,bovino,30965675,4116515,2914595,0.094,0.1329,0,0,0.47575930739653843,0,-5.484585793258284,0,Normal,Verdadero Negativo
China,CHN,2014,porcino,1029984,827419,2747028,2.667,0.8033,1,1,0.5533240499721163,1,-4.592639330753346,1,Anomalía detectada,Verdadero Positivo
China,CHN,2014,avicola,965405605,1607775,26381212,0.027,0.0017,0,0,0.4754061259884808,1,-4.763388151321336,0,Normal,Verdadero Negativo
China,CHN,2014,ovino,6665103,59175,7276107,1.092,0.0089,0,0,0.4644002898974432,0,-5.402967732772319,0,Normal,Verdadero Negativo
China,CHN,2014,caprino,17956013,7534,973525,0.054,0.0004,0,1,0.5060244537953005,1,-3.9827627240155863,1,Anomalía detectada,Falso Positivo
China,CHN,2015,bovino,3950550,994530,18985610,4.806,0.2517,1,1,0.5259308898512233,0,-5.442669511772985,0,Anomalía detectada,Verdadero Positivo
China,CHN,2015,porcino,12709883,1183136,11736029,0.923,0.0931,0,0,0.4558144464299534,0,-6.3779381284764,0,Normal,Verdadero Negativo
China,CHN,2015,avicola,140477930,1248538,15525083,0.111,0.0089,0,0,0.477858064240266,0,-6.556658767370285,0,Normal,Verdadero Negativo
China,CHN,2015,ovino,13232980,561624,12169740,0.92,0.0424,0,0,0.4396071119227456,0,-6.926521414212615,0,Normal,Verdadero Negativo
China,CHN,2015,caprino,15106328,367861,2336941,0.155,0.0244,0,0,0.453370537802271,0,-6.943821552358013,0,Normal,Verdadero Negativo
China,CHN,2016,bovino,16714625,4775750,32562729,1.948,0.2857,0,0,0.500649145132507,1,-4.763264841189071,0,Normal,Verdadero Negativo
China,CHN,2016,porcino,8582792,1232066,11412137,1.33,0.1436,0,0,0.4799685743398702,0,-4.857009830372201,0,Normal,Verdadero Negativo
China,CHN,2016,avicola,701387853,2162724,10663593,0.015,0.0031,0,0,0.49258543374822444,1,-4.511386172831304,0,Normal,Verdadero Negativo
China,CHN,2016,ovino,9220316,489415,1802987,0.196,0.0531,0,0,0.47267312603438816,0,-4.9965850742614135,0,Normal,Verdadero Negativo
China,CHN,2016,caprino,2236158,125606,4020932,1.798,0.0562,0,0,0.5010152775315253,0,-4.918914956765364,0,Normal,Verdadero Negativo
China,CHN,2017,bovino,25843801,1565944,22961287,0.888,0.0606,0,0,0.4546686700351793,0,-5.471189567932543,0,Normal,Verdadero Negativo
China,CHN,2017,porcino,18452853,2286298,15105593,0.819,0.1239,0,0,0.46230302474122054,0,-4.763796041010729,0,Normal,Verdadero Negativo
China,CHN,2017,avicola,401562934,1896318,19412640,0.048,0.0047,0,0,0.4854077981695906,1,-4.763434554299719,0,Normal,Verdadero Negativo
China,CHN,2017,ovino,16429538,58442,2208255,0.134,0.0036,0,0,0.4773835792790184,0,-4.882280543940319,0,Normal,Verdadero Negativo
China,CHN,2017,caprino,11763954,198902,8367460,0.711,0.0169,0,0,0.44362485874612817,0,-5.855032019355162,0,Normal,Verdadero Negativo
China,CHN,2018,bovino,26017093,1519213,27451684,1.055,0.0584,0,0,0.47044349123246915,0,-4.787980806453863,0,Normal,Verdadero Negativo
China,CHN,2018,porcino,9743528,2273217,10259214,1.053,0.2333,0,0,0.47773005049749306,0,-4.763602149221773,0,Normal,Verdadero Negativo
China,CHN,2018,avicola,638826321,2495709,5920277,0.009,0.0039,0,1,0.5130785770700811,1,-4.2426283182853854,1,Anomalía detectada,Falso Positivo
China,CHN,2018,ovino,7683794,12957,7409239,0.964,0.0017,0,0,0.5024828491595014,1,-3.550101170481427,0,Normal,Verdadero Negativo
China,CHN,2018,caprino,1107483,279491,9883972,8.925,0.2524,1,1,0.5738666496015808,1,-3.4077153762718586,1,Anomalía detectada,Verdadero Positivo
China,CHN,2019,bovino,17967138,995203,28594127,1.591,0.0554,0,0,0.4319508942635647,0,-7.010239873233048,0,Normal,Verdadero Negativo
China,CHN,2019,porcino,15878063,2535145,8880189,0.559,0.1597,0,0,0.4277584361897955,0,-6.803578064731799,0,Normal,Verdadero Negativo
China,CHN,2019,avicola,61226239,1081169,10696768,0.175,0.0177,0,0,0.4417819702406772,0,-7.160588050490221,0,Normal,Verdadero Negativo
China,CHN,2019,ovino,1602940,325616,6784641,4.233,0.2031,1,0,0.47990624150587147,0,-6.580126783026765,0,Normal,Falso Negativo
China,CHN,2019,caprino,7461075,251687,5507429,0.738,0.0337,0,0,0.4104417982944517,0,-7.671177730573197,0,Normal,Verdadero Negativo
China,CHN,2020,bovino,28892797,3725671,39548637,1.369,0.1289,0,0,0.49226817694587904,0,-4.763530967330915,0,Normal,Verdadero Negativo
China,CHN,2020,porcino,7851387,501878,3710497,0.473,0.0639,0,0,0.46447015047189294,0,-5.207121216076331,0,Normal,Verdadero Negativo
China,CHN,2020,avicola,948985962,172466,20025606,0.021,0.0002,0,0,0.5033048259308543,1,-4.763449657015539,0,Normal,Verdadero Negativo
China,CHN,2020,ovino,2167490,272429,4529238,2.09,0.1257,0,0,0.4979127815373056,0,-5.406983092452402,0,Normal,Verdadero Negativo
China,CHN,2020,caprino,13009814,200972,1718379,0.132,0.0154,0,0,0.46814724874175595,0,-5.49840218920429,0,Normal,Verdadero Negativo
Francia,FRA,2011,bovino,49077791,2380901,12914295,0.263,0.0485,0,0,0.42503494988586543,0,-6.505413742002292,0,Normal,Verdadero Negativo
Francia,FRA,2011,porcino,12522389,2852852,5488517,0.438,0.2278,0,0,0.44666559418315266,0,-5.712913663866315,0,Normal,Verdadero Negativo
Francia,FRA,2011,avicola,306056888,1617093,1089448,0.004,0.0053,0,0,0.4956834577683778,1,-4.763147230196315,0,Normal,Verdadero Negativo
Francia,FRA,2011,ovino,17473421,496202,8355699,0.478,0.0284,0,0,0.4059882616402701,0,-6.704154348178808,0,Normal,Verdadero Negativo
Francia,FRA,2011,caprino,7989589,93464,1254709,0.157,0.0117,0,0,0.4476771088404677,0,-5.782927153451391,0,Normal,Verdadero Negativo
Francia,FRA,2012,bovino,23756568,3946035,33507182,1.41,0.1661,0,0,0.4470907184337977,0,-6.141699043107256,0,Normal,Verdadero Negativo
Francia,FRA,2012,porcino,1300870,916435,5345671,4.109,0.7045,1,1,0.5286070814784174,0,-5.658432859318071,0,Anomalía detectada,Verdadero Positivo
Francia,FRA,2012,avicola,199246011,1647881,28657699,0.144,0.0083,0,0,0.44956500120061155,0,-6.170146870538771,0,Normal,Verdadero Negativo
Francia,FRA,2012,ovino,19192996,182141,9493749,0.495,0.0095,0,0,0.4094226596445142,0,-7.0108576952164166,0,Normal,Verdadero Negativo
Francia,FRA,2012,caprino,8990414,271981,923175,0.103,0.0303,0,0,0.43186295525563073,0,-6.5952085053334555,0,Normal,Verdadero Negativo
Francia,FRA,2013,bovino,40879817,2603572,37930751,0.928,0.0637,0,0,0.4527730964318109,0,-5.894400035414852,0,Normal,Verdadero Negativo
Francia,FRA,2013,porcino,5440027,495848,2186243,0.402,0.0911,0,0,0.4636122668527855,0,-6.2756978725609125,0,Normal,Verdadero Negativo
Francia,FRA,2013,avicola,826029478,839066,16894010,0.02,0.001,0,0,0.4651000553799148,0,-5.6862531310529105,0,Normal,Verdadero Negativo
Francia,FRA,2013,ovino,11740565,289148,8206300,0.699,0.0246,0,0,0.42421999088900103,0,-6.885675376395994,0,Normal,Verdadero Negativo
Francia,FRA,2013,caprino,15493182,12148,6035590,0.39,0.0008,0,0,0.4735874905063132,1,-4.763280005040291,0,Normal,Verdadero Negativo
Francia,FRA,2014,bovino,23293651,4374503,8529483,0.366,0.1878,0,0,0.4961986861292232,0,-5.919860892356369,0,Normal,Verdadero Negativo
Francia,FRA,2014,porcino,17243367,2677651,815503,0.047,0.1553,0,1,0.5305219924131824,0,-4.763847592144519,0,Anomalía detectada,Falso Positivo
Francia,FRA,2014,avicola,489619923,2101971,9303438,0.019,0.0043,0,1,0.507996280332177,0,-5.355496797923744,0,Anomalía detectada,Falso Positivo
Francia,FRA,2014,ovino,4747062,190055,611364,0.129,0.04,0,1,0.5059075906964712,1,-4.68819284822733,1,Anomalía detectada,Falso Positivo
Francia,FRA,2014,caprino,14133097,188510,1557061,0.11,0.0133,0,0,0.48090274172267927,0,-5.462412492408432,0,Normal,Verdadero Negativo
Francia,FRA,2015,bovino,30182916,1094275,49330777,1.634,0.0363,0,0,0.49046869049441894,1,-4.763067461234102,0,Normal,Verdadero Negativo
Francia,FRA,2015,porcino,15464061,2293556,3410747,0.221,0.1483,0,0,0.4665433477666544,0,-4.763580084598972,0,Normal,Verdadero Negativo
Francia,FRA,2015,avicola,757454111,862687,12566191,0.017,0.0011,0,0,0.4766219058078877,0,-4.814563496876275,0,Normal,Verdadero Negativo
Francia,FRA,2015,ovino,12889504,137436,3024484,0.235,0.0107,0,0,0.4568431411764395,0,-5.303625628170478,0,Normal,Verdadero Negativo
Francia,FRA,2015,caprino,18424813,392653,2277132,0.124,0.0213,0,0,0.4560961193382126,0,-5.640447963681632,0,Normal,Verdadero Negativo
Francia,FRA,2016,bovino,29281781,4460094,18899560,0.645,0.1523,0,0,0.47285678708568907,0,-5.380667652223338,0,Normal,Verdadero Negativo
Francia,FRA,2016,porcino,735377,2068083,11319421,15.393,1.0,1,1,0.6582549539617558,1,-2.4107017967624644,1,Anomalía detectada,Verdadero Positivo
Francia,FRA,2016,avicola,968124267,548832,24536101,0.025,0.0006,0,0,0.4849156113589764,0,-4.7635701313408365,0,Normal,Verdadero Negativo
Francia,FRA,2016,ovino,20421099,384206,5648807,0.277,0.0188,0,0,0.4388738495345897,0,-6.263251980331727,0,Normal,Verdadero Negativo
Francia,FRA,2016,caprino,2379499,455178,387896,0.163,0.1913,0,1,0.5108547933504916,1,-4.505081148153553,1,Anomalía detectada,Falso Positivo
Francia,FRA,2017,bovino,15738650,2448105,34107882,2.167,0.1555,0,0,0.44700037730125314,0,-6.175958126400204,0,Normal,Verdadero Negativo
Francia,FRA,2017,porcino,19446668,2053415,15070259,0.775,0.1056,0,0,0.4232325654521065,0,-5.8688736610796,0,Normal,Verdadero Negativo
Francia,FRA,2017,avicola,56330624,647391,5801164,0.103,0.0115,0,0,0.4459591650507565,0,-6.755780156006939,0,Normal,Verdadero Negativo
Francia,FRA,2017,ovino,11480229,500675,10239348,0.892,0.0436,0,0,0.40051389247905417,0,-7.039864991478992,0,Normal,Verdadero Negativo
Francia,FRA,2017,caprino,17582136,80413,4325324,0.246,0.0046,0,0,0.42146636325077214,0,-6.520343298369506,0,Normal,Verdadero Negativo
Francia,FRA,2018,bovino,12306341,3183829,13593236,1.105,0.2587,0,0,0.46426334464082153,0,-5.356397914900973,0,Normal,Verdadero Negativo
Francia,FRA,2018,porcino,15404279,1420286,17539519,1.139,0.0922,0,0,0.44803437036850485,0,-4.965463731992401,0,Normal,Verdadero Negativo
Francia,FRA,2018,avicola,603454803,1431516,20891172,0.035,0.0024,0,0,0.47539018189806287,0,-4.962492712106514,0,Normal,Verdadero Negativo
Francia,FRA,2018,ovino,3972256,562280,6139728,1.546,0.1416,0,0,0.4483677377444583,0,-5.807387552024396,0,Normal,Verdadero Negativo
Francia,FRA,2018,caprino,7801494,399913,7329637,0.94,0.0513,0,0,0.4251642976922785,0,-5.9855024047697984,0,Normal,Verdadero Negativo
Francia,FRA,2019,bovino,12226975,2038131,34219376,2.799,0.1667,1,0,0.4819865223334877,0,-5.657631296597802,0,Normal,Falso Negativo
Francia,FRA,2019,porcino,10679837,1389375,1950313,0.183,0.1301,0,0,0.45677406964194744,0,-5.067684212992053,0,Normal,Verdadero Negativo
Francia,FRA,2019,avicola,1172196283,1667659,19378590,0.017,0.0014,0,0,0.4721884674370533,0,-4.933074292416942,0,Normal,Verdadero Negativo
Francia,FRA,2019,ovino,11229835,368145,6587746,0.587,0.0328,0,0,0.42011244627946187,0,-6.278364039870011,0,Normal,Verdadero Negativo
Francia,FRA,2019,caprino,20307528,271262,6138098,0.302,0.0134,0,0,0.4200440884608661,0,-6.544113776839564,0,Normal,Verdadero Negativo
Francia,FRA,2020,bovino,53278108,3458186,33681627,0.632,0.0649,0,0,0.5041960952771877,0,-4.763856322713595,0,Normal,Verdadero Negativo
Francia,FRA,2020,porcino,21918155,3126195,1481502,0.068,0.1426,0,1,0.5340550436988908,1,-4.491537401843268,1,Anomalía detectada,Falso Positivo
Francia,FRA,2020,avicola,25557470,1486284,13160236,0.515,0.0582,0,0,0.5015908618816586,0,-5.065979014758333,0,Normal,Verdadero Negativo
Francia,FRA,2020,ovino,6728879,462322,7301927,1.085,0.0687,0,0,0.4736423444804552,0,-5.441653088083719,0,Normal,Verdadero Negativo
Francia,FRA,2020,caprino,24617921,344940,2818756,0.115,0.014,0,0,0.47989460483447655,0,-5.497612735279615,0,Normal,Verdadero Negativo
Alemania,DEU,2011,bovino,39274731,2531344,9528968,0.243,0.0645,0,0,0.474264824054572,0,-5.799377345535024,0,Normal,Verdadero Negativo
Alemania,DEU,2011,porcino,723122,2109350,14516598,20.075,1.0,1,1,0.6839983582439524,1,-1.6109577986959658,1,Anomalía detectada,Verdadero Positivo
Alemania,DEU,2011,avicola,548182757,1047901,28686563,0.052,0.0019,0,1,0.5112077672140503,1,-4.763342165215171,1,Anomalía detectada,Falso Positivo
Alemania,DEU,2011,ovino,1891487,147139,1902321,1.006,0.0778,0,1,0.5138834067452546,1,-4.7634575847709675,1,Anomalía detectada,Falso Positivo
Alemania,DEU,2011,caprino,3363638,441906,9717928,2.889,0.1314,1,0,0.5021500211637656,0,-5.457467801543033,0,Normal,Falso Negativo
Alemania,DEU,2012,bovino,24515202,591490,42452193,1.732,0.0241,0,0,0.4853681950947229,1,-4.763106112034819,0,Normal,Verdadero Negativo
Alemania,DEU,2012,porcino,2234119,941168,8980803,4.02,0.4213,1,1,0.5332247231147705,1,-4.439542376415006,1,Anomalía detectada,Verdadero Positivo
Alemania,DEU,2012,avicola,789110900,1128839,5528480,0.007,0.0014,0,0,0.5018373068538942,1,-4.50221062251843,0,Normal,Verdadero Negativo
Alemania,DEU,2012,ovino,5566398,172779,5643342,1.014,0.031,0,0,0.4588945648660989,0,-4.7643384554791135,0,Normal,Verdadero Negativo
Alemania,DEU,2012,caprino,260111,417204,3384674,13.012,1.0,1,1,0.6504261883683294,1,-2.5403799905670468,1,Anomalía detectada,Verdadero Positivo
Alemania,DEU,2013,bovino,994311,1322886,7439917,7.482,1.0,1,1,0.581272147028532,1,-3.8717795422624954,1,Anomalía detectada,Verdadero Positivo
Alemania,DEU,2013,porcino,4450975,2336057,1022690,0.23,0.5248,0,1,0.5132068054975668,1,-4.763520271084009,1,Anomalía detectada,Falso Positivo
Alemania,DEU,2013,avicola,544679970,1048639,3270529,0.006,0.0019,0,0,0.4674226171923055,0,-5.617903021096166,0,Normal,Verdadero Negativo
Alemania,DEU,2013,ovino,11292124,242398,3559147,0.315,0.0215,0,0,0.4199261231333771,0,-6.647613048700674,0,Normal,Verdadero Negativo
Alemania,DEU,2013,caprino,20700780,159189,8403465,0.406,0.0077,0,0,0.4276883118677479,0,-6.679995382325652,0,Normal,Verdadero Negativo
Alemania,DEU,2014,bovino,39366571,1005535,40552356,1.03,0.0255,0,0,0.4860934288019876,0,-5.254275981673076,0,Normal,Verdadero Negativo
Alemania,DEU,2014,porcino,5087133,2766746,4393680,0.864,0.5439,0,1,0.5378065645615053,1,-4.763322654916192,1,Anomalía detectada,Falso Positivo
Alemania,DEU,2014,avicola,778468389,1530102,18885354,0.024,0.002,0,0,0.4968133149449265,0,-4.8635988383003355,0,Normal,Verdadero Negativo
Alemania,DEU,2014,ovino,19443337,188835,2137751,0.11,0.0097,0,0,0.4743217564673543,0,-5.660795605449459,0,Normal,Verdadero Negativo
Alemania,DEU,2014,caprino,17086569,203491,4857626,0.284,0.0119,0,0,0.4613853654739168,0,-6.091072883850002,0,Normal,Verdadero Negativo
Alemania,DEU,2015,bovino,45560512,905516,28116487,0.617,0.0199,0,0,0.44195489620473244,0,-5.640010589831111,0,Normal,Verdadero Negativo
Alemania,DEU,2015,porcino,11024575,2221576,2770318,0.251,0.2015,0,0,0.4589029012084799,0,-5.204486153396462,0,Normal,Verdadero Negativo
Alemania,DEU,2015,avicola,11741221,1205461,10210228,0.87,0.1027,0,0,0.46563031494509244,0,-5.46606597232078,0,Normal,Verdadero Negativo
Alemania,DEU,2015,ovino,18862927,34476,7627896,0.404,0.0018,0,0,0.46060847057689647,0,-4.763620856507568,0,Normal,Verdadero Negativo
Alemania,DEU,2015,caprino,15701849,466203,7765847,0.495,0.0297,0,0,0.4211310688018807,0,-6.27076320907226,0,Normal,Verdadero Negativo
Alemania,DEU,2016,bovino,12842872,3370837,53467018,4.163,0.2625,1,1,0.5107867750485058,1,-4.763380236732245,1,Anomalía detectada,Verdadero Positivo
Alemania,DEU,2016,porcino,20654099,423527,3996253,0.193,0.0205,0,0,0.428343918665512,0,-5.588994717726615,0,Normal,Verdadero Negativo
Alemania,DEU,2016,avicola,425153894,1656098,28207078,0.066,0.0039,0,0,0.460301253939263,0,-5.288801207136591,0,Normal,Verdadero Negativo
Alemania,DEU,2016,ovino,15419804,378785,2441892,0.158,0.0246,0,0,0.42095821176595805,0,-5.997202843647149,0,Normal,Verdadero Negativo
Alemania,DEU,2016,caprino,13235900,633851,1612433,0.122,0.0479,0,0,0.4335318847684002,0,-5.8530283690420495,0,Normal,Verdadero Negativo
Alemania,DEU,2017,bovino,54326530,5038363,48639417,0.895,0.0927,0,1,0.5409227483249566,1,-4.763452081446097,1,Anomalía detectada,Falso Positivo
Alemania,DEU,2017,porcino,17285408,2826686,9195082,0.532,0.1635,0,0,0.49857093053877183,0,-4.9808313839399005,0,Normal,Verdadero Negativo
Alemania,DEU,2017,avicola,1033763967,1074294,28604130,0.028,0.001,0,1,0.5278352428910208,1,-4.68071909666798,1,Anomalía detectada,Falso Positivo
Alemania,DEU,2017,ovino,10532293,279638,6172229,0.586,0.0266,0,0,0.4721059351946102,0,-5.41450205685013,0,Normal,Verdadero Negativo
Alemania,DEU,2017,caprino,1013359,439889,2698094,2.663,0.4341,1,1,0.554744209092127,1,-4.709899580202668,1,Anomalía detectada,Verdadero Positivo
Alemania,DEU,2018,bovino,59271533,1221975,29503262,0.498,0.0206,0,0,0.41279818084481357,0,-6.613978978899182,0,Normal,Verdadero Negativo
Alemania,DEU,2018,porcino,10771906,692058,4364129,0.405,0.0642,0,0,0.4017899410361419,0,-6.8271388715329016,0,Normal,Verdadero Negativo
Alemania,DEU,2018,avicola,585956500,2388374,21395078,0.037,0.0041,0,0,0.4454652770627937,0,-5.71144947969566,0,Normal,Verdadero Negativo
Alemania,DEU,2018,ovino,1849422,283172,1756111,0.95,0.1531,0,0,0.44574646843875293,0,-6.809415231657749,0,Normal,Verdadero Negativo
Alemania,DEU,2018,caprino,2980709,282468,7620576,2.557,0.0948,1,0,0.433037605527744,0,-7.060827917158875,0,Normal,Falso Negativo
Alemania,DEU,2019,bovino,3298661,1673359,53065397,16.087,0.5073,1,1,0.6350347080519942,1,-3.1815891378675496,1,Anomalía detectada,Verdadero Positivo
Alemania,DEU,2019,porcino,5884961,3284005,11990648,2.038,0.558,0,0,0.4960240962392535,0,-5.221285552856451,0,Normal,Verdadero Negativo
Alemania,DEU,2019,avicola,232223711,692347,19223082,0.083,0.003,0,0,0.4584300398875541,0,-6.075330809759854,0,Normal,Verdadero Negativo
Alemania,DEU,2019,ovino,10589792,135231,3094126,0.292,0.0128,0,0,0.4330542320275032,0,-6.080213034470842,0,Normal,Verdadero Negativo
Alemania,DEU,2019,caprino,15668173,377929,2930376,0.187,0.0241,0,0,0.4215188610306803,0,-6.583438872058028,0,Normal,Verdadero Negativo
Alemania,DEU,2020,bovino,3984139,1299827,15823266,3.972,0.3263,1,0,0.4985611523986874,0,-5.799099177299085,0,Normal,Falso Negativo
Alemania,DEU,2020,porcino,15057312,2170709,12024898,0.799,0.1442,0,0,0.4395540369891844,0,-5.279693341113945,0,Normal,Verdadero Negativo
Alemania,DEU,2020,avicola,102930866,1071131,9491682,0.092,0.0104,0,0,0.4496114583784963,0,-5.801125299493826,0,Normal,Verdadero Negativo
Alemania,DEU,2020,ovino,21648144,322967,4361865,0.201,0.0149,0,0,0.4147574134525181,0,-6.26230297306491,0,Normal,Verdadero Negativo
Alemania,DEU,2020,caprino,20074723,336876,7655349,0.381,0.0168,0,0,0.40811285756719856,0,-6.521941104799755,0,Normal,Verdadero Negativo
Australia,AUS,2011,bovino,38875621,1218543,30754875,0.791,0.0313,0,0,0.4269253997543044,0,-6.94126868285101,0,Normal,Verdadero Negativo
Australia,AUS,2011,porcino,12929793,391468,9902784,0.766,0.0303,0,0,0.4208018422889673,0,-6.663441127686223,0,Normal,Verdadero Negativo
Australia,AUS,2011,avicola,830201717,1169419,10864451,0.013,0.0014,0,0,0.44811523978142026,0,-6.220257073720532,0,Normal,Verdadero Negativo
Australia,AUS,2011,ovino,16837117,126284,9197736,0.546,0.0075,0,0,0.4188709645177487,0,-6.967828672075202,0,Normal,Verdadero Negativo
Australia,AUS,2011,caprino,7622368,438804,4349133,0.571,0.0576,0,0,0.40916962089281583,0,-7.707681489369421,0,Normal,Verdadero Negativo
Australia,AUS,2012,bovino,26043395,645425,38374579,1.473,0.0248,0,0,0.5000801798374713,0,-5.386592147073932,0,Normal,Verdadero Negativo
Australia,AUS,2012,porcino,17939567,2673658,8922437,0.497,0.149,0,0,0.48824114188274753,0,-5.276521453658649,0,Normal,Verdadero Negativo
Australia,AUS,2012,avicola,704171920,231595,20448587,0.029,0.0003,0,1,0.5163766696377161,1,-4.763396605486883,1,Anomalía detectada,Falso Positivo
Australia,AUS,2012,ovino,3966817,326723,4748505,1.197,0.0824,0,0,0.4819796505565747,0,-5.835647058744122,0,Normal,Verdadero Negativo
Australia,AUS,2012,caprino,1119485,180065,4423615,3.951,0.1608,1,1,0.550785531814322,0,-4.763878244195189,0,Anomalía detectada,Verdadero Positivo
Australia,AUS,2013,bovino,5684516,1389210,26360107,4.637,0.2444,1,0,0.4841405882387299,0,-6.000453917509802,0,Normal,Falso Negativo
Australia,AUS,2013,porcino,2477307,1040338,8393909,3.388,0.4199,1,0,0.4771307866356015,0,-6.692730806789287,0,Normal,Falso Negativo
